,TID,English,Arabic,Chinese Simplified,Chinese Traditional,Dutch,Filipino,Finnish,French,German,Hindi,Indonesian,Italian,Korean,Japanese,Malay,Norwegian,Polish,Portuguese,Portuguese Brazil,Russian,Spanish,Swedish,Thai,Turkish (old),Turkish,Vietnamese
1066,7.67 TPS (7.67 / 7.67 / 7.67),7.67 TPS (7.67 / 7.67 / 7.67),,,,,,,,,,,,,,,,,,,,,,,,,
1067,Annes Song,Annes Song,,,,,,,,,,,,,,,,,,,,,,,,,
1068,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
1069,Annies Wonderland,Annies Wonderland,,,,,,,,,,,,,,,,,,,,,,,,,
1070,6.67 TPS (6.67 / 6.67 / 6.67),6.67 TPS (6.67 / 6.67 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
1071,Another Arni Village,Another Arni Village,,,,,,,,,,,,,,,,,,,,,,,,,
1072,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
1073,Another Guldove,Another Guldove,,,,,,,,,,,,,,,,,,,,,,,,,
1074,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
1075,Another Medium,Another Medium,,,,,,,,,,,,,,,,,,,,,,,,,
1076,2.3 TPS (2.3 / 2.3 / 2.3),2.3 TPS (2.3 / 2.3 / 2.3),,,,,,,,,,,,,,,,,,,,,,,,,
1077,Another One Bites The Dust,Another One Bites The Dust,,,,,,,,,,,,,,,,,,,,,,,,,
1078,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
1079,Answer,Answer,,,,,,,,,,,,,,,,,,,,,,,,,
1080,8.89 TPS (8.89 / 8.89 / 8.89),8.89 TPS (8.89 / 8.89 / 8.89),,,,,,,,,,,,,,,,,,,,,,,,,
1081,Anthem of Mysterious Forest BEEPY,Anthem of Mysterious Forest BEEPY,,,,,,,,,,,,,,,,,,,,,,,,,
1082,5.0 TPS (5.0 / 5.0 / 5.0),5.0 TPS (5.0 / 5.0 / 5.0),,,,,,,,,,,,,,,,,,,,,,,,,
1083,Anthem of Mysterious Forest,Anthem of Mysterious Forest,,,,,,,,,,,,,,,,,,,,,,,,,
1084,5.0 TPS (5.0 / 5.0 / 5.0),5.0 TPS (5.0 / 5.0 / 5.0),,,,,,,,,,,,,,,,,,,,,,,,,
1085,Anti-Ares,Anti-Ares,,,,,,,,,,,,,,,,,,,,,,,,,
1086,11.49 TPS (11.33 / 11.33 / 11.8),11.49 TPS (11.33 / 11.33 / 11.8),,,,,,,,,,,,,,,,,,,,,,,,,
1087,Anubis,Anubis,,,,,,,,,,,,,,,,,,,,,,,,,
1088,4.0 TPS (4.0 / 4.0 / 4.0),4.0 TPS (4.0 / 4.0 / 4.0),,,,,,,,,,,,,,,,,,,,,,,,,
1089,Apex of the World,Apex of the World,,,,,,,,,,,,,,,,,,,,,,,,,
1090,5.93 TPS (5.93 / 5.93 / 5.93),5.93 TPS (5.93 / 5.93 / 5.93),,,,,,,,,,,,,,,,,,,,,,,,,
1091,Aphasia,Aphasia,,,,,,,,,,,,,,,,,,,,,,,,,
1092,4.33 TPS (4.33 / 4.33 / 4.33),4.33 TPS (4.33 / 4.33 / 4.33),,,,,,,,,,,,,,,,,,,,,,,,,
1093,Apparition No.1 S.155,Apparition No.1 S.155,,,,,,,,,,,,,,,,,,,,,,,,,
1094,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
1095,Appassionata Mvt.1,Appassionata Mvt.1,,,,,,,,,,,,,,,,,,,,,,,,,
1096,10.67 TPS (10.67 / 10.67 / 10.67),10.67 TPS (10.67 / 10.67 / 10.67),,,,,,,,,,,,,,,,,,,,,,,,,
1097,Appassionata Mvt.3,Appassionata Mvt.3,,,,,,,,,,,,,,,,,,,,,,,,,
1098,6.67 TPS (6.67 / 6.67 / 6.67),6.67 TPS (6.67 / 6.67 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
1099,Appassionata,Appassionata,,,,,,,,,,,,,,,,,,,,,,,,,
1100,5.67 TPS (5.67 / 5.67 / 5.67),5.67 TPS (5.67 / 5.67 / 5.67),,,,,,,,,,,,,,,,,,,,,,,,,
1101,Apple Woods,Apple Woods,,,,,,,,,,,,,,,,,,,,,,,,,
1102,9.0 TPS (9.0 / 9.0 / 9.0),9.0 TPS (9.0 / 9.0 / 9.0),,,,,,,,,,,,,,,,,,,,,,,,,
1103,Apres une lecture du Dante. Fantasia quasi Sonata,Apres une lecture du Dante. Fantasia quasi Sonata,,,,,,,,,,,,,,,,,,,,,,,,,
1104,5.0 TPS (5.0 / 5.0 / 5.0),5.0 TPS (5.0 / 5.0 / 5.0),,,,,,,,,,,,,,,,,,,,,,,,,
1105,April Story,April Story,,,,,,,,,,,,,,,,,,,,,,,,,
1106,3.63 TPS (3.47 / 3.63 / 3.8),3.63 TPS (3.47 / 3.63 / 3.8),,,,,,,,,,,,,,,,,,,,,,,,,
1107,Aquarium,Aquarium,,,,,,,,,,,,,,,,,,,,,,,,,
1108,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
1109,Aquatic Ruin Zone,Aquatic Ruin Zone,,,,,,,,,,,,,,,,,,,,,,,,,
1110,8.73 TPS (8.73 / 8.73 / 8.73),8.73 TPS (8.73 / 8.73 / 8.73),,,,,,,,,,,,,,,,,,,,,,,,,
1111,Arabesque L.66 No.1,Arabesque L.66 No.1,,,,,,,,,,,,,,,,,,,,,,,,,
1112,6.0 TPS (6.0 / 6.0 / 6.0),6.0 TPS (6.0 / 6.0 / 6.0),,,,,,,,,,,,,,,,,,,,,,,,,
1113,Arabesque L.66 No.2,Arabesque L.66 No.2,,,,,,,,,,,,,,,,,,,,,,,,,
1114,7.47 TPS (7.47 / 7.47 / 7.47),7.47 TPS (7.47 / 7.47 / 7.47),,,,,,,,,,,,,,,,,,,,,,,,,
1115,Arabesque No.1,Arabesque No.1,,,,,,,,,,,,,,,,,,,,,,,,,
1116,5.91 TPS (5.83 / 5.9 / 6.0),5.91 TPS (5.83 / 5.9 / 6.0),,,,,,,,,,,,,,,,,,,,,,,,,
1117,Arabesque Op.76 No.9,Arabesque Op.76 No.9,,,,,,,,,,,,,,,,,,,,,,,,,
1118,5.67 TPS (5.67 / 5.67 / 5.67),5.67 TPS (5.67 / 5.67 / 5.67),,,,,,,,,,,,,,,,,,,,,,,,,
1119,Arabesque Op.100 No.2,Arabesque Op.100 No.2,,,,,,,,,,,,,,,,,,,,,,,,,
1120,8.4 TPS (8.4 / 8.4 / 8.4),8.4 TPS (8.4 / 8.4 / 8.4),,,,,,,,,,,,,,,,,,,,,,,,,
1121,Arad,Arad,,,,,,,,,,,,,,,,,,,,,,,,,
1122,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
1123,Aragami,Aragami,,,,,,,,,,,,,,,,,,,,,,,,,
1124,13.07 TPS (13.07 / 13.07 / 13.07),13.07 TPS (13.07 / 13.07 / 13.07),,,,,,,,,,,,,,,,,,,,,,,,,
1125,Arcade,Arcade,,,,,,,,,,,,,,,,,,,,,,,,,
1126,4.0 TPS (4.0 / 4.0 / 4.0),4.0 TPS (4.0 / 4.0 / 4.0),,,,,,,,,,,,,,,,,,,,,,,,,
1127,Arch Heaven - Spirit of Nagara,Arch Heaven - Spirit of Nagara,,,,,,,,,,,,,,,,,,,,,,,,,
1128,7.0 TPS (6.67 / 7.0 / 7.33),7.0 TPS (6.67 / 7.0 / 7.33),,,,,,,,,,,,,,,,,,,,,,,,,
1129,Arch Heaven~Spirit of Nagara,Arch Heaven~Spirit of Nagara,,,,,,,,,,,,,,,,,,,,,,,,,
1130,9.44 TPS (9.33 / 9.67 / 9.33),9.44 TPS (9.33 / 9.67 / 9.33),,,,,,,,,,,,,,,,,,,,,,,,,
1131,Arch Heaven~Spirit of Nagara(Ver2),Arch Heaven~Spirit of Nagara(Ver2),,,,,,,,,,,,,,,,,,,,,,,,,
1132,9.33 TPS (9.33 / 9.33 / 9.33),9.33 TPS (9.33 / 9.33 / 9.33),,,,,,,,,,,,,,,,,,,,,,,,,
1133,are you drunk (#2),are you drunk (#2),,,,,,,,,,,,,,,,,,,,,,,,,
1134,4.33 TPS (4.33 / 4.33 / 4.33),4.33 TPS (4.33 / 4.33 / 4.33),,,,,,,,,,,,,,,,,,,,,,,,,
1135,are you drunk,are you drunk,,,,,,,,,,,,,,,,,,,,,,,,,
1136,8.67 TPS (8.67 / 8.67 / 8.67),8.67 TPS (8.67 / 8.67 / 8.67),,,,,,,,,,,,,,,,,,,,,,,,,
1137,Arecibo,Arecibo,,,,,,,,,,,,,,,,,,,,,,,,,
1138,12.0 TPS (12.0 / 12.0 / 12.0),12.0 TPS (12.0 / 12.0 / 12.0),,,,,,,,,,,,,,,,,,,,,,,,,
1139,Aria in F Major BWV 587,Aria in F Major BWV 587,,,,,,,,,,,,,,,,,,,,,,,,,
1140,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
1141,Aria Math,Aria Math,,,,,,,,,,,,,,,,,,,,,,,,,
1142,6.33 TPS (6.33 / 6.33 / 6.33),6.33 TPS (6.33 / 6.33 / 6.33),,,,,,,,,,,,,,,,,,,,,,,,,
1143,Arirang,Arirang,,,,,,,,,,,,,,,,,,,,,,,,,
1144,3.17 TPS (3.17 / 3.17 / 3.17),3.17 TPS (3.17 / 3.17 / 3.17),,,,,,,,,,,,,,,,,,,,,,,,,
1145,Armageddon to Archeopterix and Icaria,Armageddon to Archeopterix and Icaria,,,,,,,,,,,,,,,,,,,,,,,,,
1146,14.0 TPS (14.0 / 14.0 / 14.0),14.0 TPS (14.0 / 14.0 / 14.0),,,,,,,,,,,,,,,,,,,,,,,,,
1147,Around You,Around You,,,,,,,,,,,,,,,,,,,,,,,,,
1148,9.38 TPS (8.93 / 9.47 / 9.73),9.38 TPS (8.93 / 9.47 / 9.73),,,,,,,,,,,,,,,,,,,,,,,,,
1149,Arrival of the Queen of Sheba,Arrival of the Queen of Sheba,,,,,,,,,,,,,,,,,,,,,,,,,
1150,6.73 TPS (6.67 / 6.73 / 6.8),6.73 TPS (6.67 / 6.73 / 6.8),,,,,,,,,,,,,,,,,,,,,,,,,
1151,Arrival to Earth (Transformers) (Full),Arrival to Earth (Transformers) (Full),,,,,,,,,,,,,,,,,,,,,,,,,
1152,7.47 TPS (7.47 / 7.47 / 7.47),7.47 TPS (7.47 / 7.47 / 7.47),,,,,,,,,,,,,,,,,,,,,,,,,
1153,Arrival to Earth (Transformers),Arrival to Earth (Transformers),,,,,,,,,,,,,,,,,,,,,,,,,
1154,7.47 TPS (7.47 / 7.47 / 7.47),7.47 TPS (7.47 / 7.47 / 7.47),,,,,,,,,,,,,,,,,,,,,,,,,
1155,Arstotzka Anthem (Papers. Please Main Theme),Arstotzka Anthem (Papers. Please Main Theme),,,,,,,,,,,,,,,,,,,,,,,,,
1156,6.23 TPS (6.23 / 6.23 / 6.23),6.23 TPS (6.23 / 6.23 / 6.23),,,,,,,,,,,,,,,,,,,,,,,,,
1157,As always,As always,,,,,,,,,,,,,,,,,,,,,,,,,
1158,2.94 TPS (2.83 / 2.93 / 3.07),2.94 TPS (2.83 / 2.93 / 3.07),,,,,,,,,,,,,,,,,,,,,,,,,
1159,As If It's Your Last,As If It's Your Last,,,,,,,,,,,,,,,,,,,,,,,,,
1160,4.33 TPS (4.17 / 4.33 / 4.5),4.33 TPS (4.17 / 4.33 / 4.5),,,,,,,,,,,,,,,,,,,,,,,,,
1161,Ascencion,Ascencion,,,,,,,,,,,,,,,,,,,,,,,,,
1162,6.02 TPS (6.02 / 6.02 / 6.02),6.02 TPS (6.02 / 6.02 / 6.02),,,,,,,,,,,,,,,,,,,,,,,,,
1163,Ascension To Heaven (Not Done),Ascension To Heaven (Not Done),,,,,,,,,,,,,,,,,,,,,,,,,
1164,7.91 TPS (4.27 / 9.73 / 9.73),7.91 TPS (4.27 / 9.73 / 9.73),,,,,,,,,,,,,,,,,,,,,,,,,
1165,Ascension to Heaven,Ascension to Heaven,,,,,,,,,,,,,,,,,,,,,,,,,
1166,13.33 TPS (13.33 / 13.33 / 13.33),13.33 TPS (13.33 / 13.33 / 13.33),,,,,,,,,,,,,,,,,,,,,,,,,
1167,Ascension to Heaven1,Ascension to Heaven1,,,,,,,,,,,,,,,,,,,,,,,,,
1168,6.67 TPS (6.67 / 6.67 / 6.67),6.67 TPS (6.67 / 6.67 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
1169,ASGORE,ASGORE,,,,,,,,,,,,,,,,,,,,,,,,,
1170,7.53 TPS (7.53 / 7.53 / 7.53),7.53 TPS (7.53 / 7.53 / 7.53),,,,,,,,,,,,,,,,,,,,,,,,,
1171,Ashitaka and San,Ashitaka and San,,,,,,,,,,,,,,,,,,,,,,,,,
1172,2.4 TPS (2.4 / 2.4 / 2.4),2.4 TPS (2.4 / 2.4 / 2.4),,,,,,,,,,,,,,,,,,,,,,,,,
1173,Ashton Curse,Ashton Curse,,,,,,,,,,,,,,,,,,,,,,,,,
1174,5.4 TPS (5.4 / 5.4 / 5.4),5.4 TPS (5.4 / 5.4 / 5.4),,,,,,,,,,,,,,,,,,,,,,,,,
1175,Aspertia City,Aspertia City,,,,,,,,,,,,,,,,,,,,,,,,,
1176,5.67 TPS (5.67 / 5.67 / 5.67),5.67 TPS (5.67 / 5.67 / 5.67),,,,,,,,,,,,,,,,,,,,,,,,,
1177,Assassination Classroom Opening,Assassination Classroom Opening,,,,,,,,,,,,,,,,,,,,,,,,,
1178,8.67 TPS (8.67 / 8.67 / 8.67),8.67 TPS (8.67 / 8.67 / 8.67),,,,,,,,,,,,,,,,,,,,,,,,,
1179,Astronomia (Coffin Dance Song),Astronomia (Coffin Dance Song),,,,,,,,,,,,,,,,,,,,,,,,,
1180,4.2 TPS (4.2 / 4.2 / 4.2),4.2 TPS (4.2 / 4.2 / 4.2),,,,,,,,,,,,,,,,,,,,,,,,,
1181,Astronomia,Astronomia,,,,,,,,,,,,,,,,,,,,,,,,,
1182,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
1183,At the End of Spring,At the End of Spring,,,,,,,,,,,,,,,,,,,,,,,,,
1184,5.17 TPS (5.17 / 5.17 / 5.17),5.17 TPS (5.17 / 5.17 / 5.17),,,,,,,,,,,,,,,,,,,,,,,,,
1185,At the End of the Day,At the End of the Day,,,,,,,,,,,,,,,,,,,,,,,,,
1186,10.0 TPS (10.0 / 10.0 / 10.0),10.0 TPS (10.0 / 10.0 / 10.0),,,,,,,,,,,,,,,,,,,,,,,,,
1187,At The Speed Of Light,At The Speed Of Light,,,,,,,,,,,,,,,,,,,,,,,,,
1188,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
1189,Athene Sonata,Athene Sonata,,,,,,,,,,,,,,,,,,,,,,,,,
1190,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
1191,Athletes march,Athletes march,,,,,,,,,,,,,,,,,,,,,,,,,
1192,7.73 TPS (7.73 / 7.73 / 7.73),7.73 TPS (7.73 / 7.73 / 7.73),,,,,,,,,,,,,,,,,,,,,,,,,
1193,Athletic (from UMod GAMES 1.0),Athletic (from UMod GAMES 1.0),,,,,,,,,,,,,,,,,,,,,,,,,
1194,13.0 TPS (13.0 / 13.0 / 13.0),13.0 TPS (13.0 / 13.0 / 13.0),,,,,,,,,,,,,,,,,,,,,,,,,
1195,Athletic-1,Athletic-1,,,,,,,,,,,,,,,,,,,,,,,,,
1196,10.2 TPS (10.2 / 10.2 / 10.2),10.2 TPS (10.2 / 10.2 / 10.2),,,,,,,,,,,,,,,,,,,,,,,,,
1197,Athletic-2,Athletic-2,,,,,,,,,,,,,,,,,,,,,,,,,
1198,5.18 TPS (5.18 / 5.18 / 5.18),5.18 TPS (5.18 / 5.18 / 5.18),,,,,,,,,,,,,,,,,,,,,,,,,
1199,Athletic-3,Athletic-3,,,,,,,,,,,,,,,,,,,,,,,,,
1200,13.0 TPS (13.0 / 13.0 / 13.0),13.0 TPS (13.0 / 13.0 / 13.0),,,,,,,,,,,,,,,,,,,,,,,,,
1201,Athletic,Athletic,,,,,,,,,,,,,,,,,,,,,,,,,
1202,7.53 TPS (7.53 / 7.53 / 7.53),7.53 TPS (7.53 / 7.53 / 7.53),,,,,,,,,,,,,,,,,,,,,,,,,
1203,Atropos,Atropos,,,,,,,,,,,,,,,,,,,,,,,,,
1204,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
1205,Attack of the Bumblebee,Attack of the Bumblebee,,,,,,,,,,,,,,,,,,,,,,,,,
1206,8.07 TPS (8.07 / 8.07 / 8.07),8.07 TPS (8.07 / 8.07 / 8.07),,,,,,,,,,,,,,,,,,,,,,,,,
1207,Attention,Attention,,,,,,,,,,,,,,,,,,,,,,,,,
1208,5.33 TPS (5.33 / 5.33 / 5.33),5.33 TPS (5.33 / 5.33 / 5.33),,,,,,,,,,,,,,,,,,,,,,,,,
1209,Au bord d'une source S.160 No.4,Au bord d'une source S.160 No.4,,,,,,,,,,,,,,,,,,,,,,,,,
1210,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
1211,Au bord d'une source,Au bord d'une source,,,,,,,,,,,,,,,,,,,,,,,,,
1212,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
1213,Au clair de la lune,Au clair de la lune,,,,,,,,,,,,,,,,,,,,,,,,,
1214,4.17 TPS (4.0 / 4.17 / 4.33),4.17 TPS (4.0 / 4.17 / 4.33),,,,,,,,,,,,,,,,,,,,,,,,,
1215,Au lac de Wallenstadt S.160 No.2,Au lac de Wallenstadt S.160 No.2,,,,,,,,,,,,,,,,,,,,,,,,,
1216,7.4 TPS (7.4 / 7.4 / 7.4),7.4 TPS (7.4 / 7.4 / 7.4),,,,,,,,,,,,,,,,,,,,,,,,,
1217,Au lac de Wallenstadt,Au lac de Wallenstadt,,,,,,,,,,,,,,,,,,,,,,,,,
1218,7.4 TPS (7.4 / 7.4 / 7.4),7.4 TPS (7.4 / 7.4 / 7.4),,,,,,,,,,,,,,,,,,,,,,,,,
1219,Auf dem Wasser zu singen,Auf dem Wasser zu singen,,,,,,,,,,,,,,,,,,,,,,,,,
1220,4.0 TPS (4.0 / 4.0 / 4.0),4.0 TPS (4.0 / 4.0 / 4.0),,,,,,,,,,,,,,,,,,,,,,,,,
1221,Auf der Jagd Op.373,Auf der Jagd Op.373,,,,,,,,,,,,,,,,,,,,,,,,,
1222,5.73 TPS (5.67 / 5.73 / 5.8),5.73 TPS (5.67 / 5.73 / 5.8),,,,,,,,,,,,,,,,,,,,,,,,,
1223,Auf Flugeln Des Gesanges,Auf Flugeln Des Gesanges,,,,,,,,,,,,,,,,,,,,,,,,,
1224,4.17 TPS (4.17 / 4.17 / 4.17),4.17 TPS (4.17 / 4.17 / 4.17),,,,,,,,,,,,,,,,,,,,,,,,,
1225,Aufschwung,Aufschwung,,,,,,,,,,,,,,,,,,,,,,,,,
1226,7.2 TPS (7.2 / 7.2 / 7.2),7.2 TPS (7.2 / 7.2 / 7.2),,,,,,,,,,,,,,,,,,,,,,,,,
1227,Auld Lang Syne,Auld Lang Syne,,,,,,,,,,,,,,,,,,,,,,,,,
1228,3.33 TPS (3.33 / 3.33 / 3.33),3.33 TPS (3.33 / 3.33 / 3.33),,,,,,,,,,,,,,,,,,,,,,,,,
1229,Auron's Theme,Auron's Theme,,,,,,,,,,,,,,,,,,,,,,,,,
1230,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
1231,Aurora,Aurora,,,,,,,,,,,,,,,,,,,,,,,,,
1232,3.8 TPS (3.67 / 3.8 / 3.93),3.8 TPS (3.67 / 3.8 / 3.93),,,,,,,,,,,,,,,,,,,,,,,,,
1233,Autrefois (Romance) S.577 No.2,Autrefois (Romance) S.577 No.2,,,,,,,,,,,,,,,,,,,,,,,,,
1234,6.67 TPS (6.67 / 6.67 / 6.67),6.67 TPS (6.67 / 6.67 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
1235,Autumn Contemplation,Autumn Contemplation,,,,,,,,,,,,,,,,,,,,,,,,,
1236,3.85 TPS (3.85 / 3.85 / 3.85),3.85 TPS (3.85 / 3.85 / 3.85),,,,,,,,,,,,,,,,,,,,,,,,,
1237,Autumn dance,Autumn dance,,,,,,,,,,,,,,,,,,,,,,,,,
1238,4.49 TPS (4.48 / 4.49 / 4.5),4.49 TPS (4.48 / 4.49 / 4.5),,,,,,,,,,,,,,,,,,,,,,,,,
1239,Autumn Memories,Autumn Memories,,,,,,,,,,,,,,,,,,,,,,,,,
1240,5.27 TPS (5.27 / 5.27 / 5.27),5.27 TPS (5.27 / 5.27 / 5.27),,,,,,,,,,,,,,,,,,,,,,,,,
1241,Autumn Nights,Autumn Nights,,,,,,,,,,,,,,,,,,,,,,,,,
1242,6.33 TPS (6.33 / 6.33 / 6.33),6.33 TPS (6.33 / 6.33 / 6.33),,,,,,,,,,,,,,,,,,,,,,,,,
1243,Autumn Winds,Autumn Winds,,,,,,,,,,,,,,,,,,,,,,,,,
1244,4.3 TPS (4.3 / 4.3 / 4.3),4.3 TPS (4.3 / 4.3 / 4.3),,,,,,,,,,,,,,,,,,,,,,,,,
1245,Autumn1,Autumn1,,,,,,,,,,,,,,,,,,,,,,,,,
1246,4.0 TPS (4.0 / 4.0 / 4.0),4.0 TPS (4.0 / 4.0 / 4.0),,,,,,,,,,,,,,,,,,,,,,,,,
1247,Autumn2,Autumn2,,,,,,,,,,,,,,,,,,,,,,,,,
1248,4.0 TPS (4.0 / 4.0 / 4.0),4.0 TPS (4.0 / 4.0 / 4.0),,,,,,,,,,,,,,,,,,,,,,,,,
1249,Autumn3,Autumn3,,,,,,,,,,,,,,,,,,,,,,,,,
1250,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
1251,Aux cypres de la Villa d'Este I,Aux cypres de la Villa d'Este I,,,,,,,,,,,,,,,,,,,,,,,,,
1252,4.87 TPS (4.87 / 4.87 / 4.87),4.87 TPS (4.87 / 4.87 / 4.87),,,,,,,,,,,,,,,,,,,,,,,,,
1253,Aux cypres de la Villa d'Este II,Aux cypres de la Villa d'Este II,,,,,,,,,,,,,,,,,,,,,,,,,
1254,2.43 TPS (2.43 / 2.43 / 2.43),2.43 TPS (2.43 / 2.43 / 2.43),,,,,,,,,,,,,,,,,,,,,,,,,
1255,Aux cyprès de la Villa d'Este S.163 No.2 (Thrénodie I),Aux cyprès de la Villa d'Este S.163 No.2 (Thrénodie I),,,,,,,,,,,,,,,,,,,,,,,,,
1256,4.87 TPS (4.87 / 4.87 / 4.87),4.87 TPS (4.87 / 4.87 / 4.87),,,,,,,,,,,,,,,,,,,,,,,,,
1257,Aux cyprès de la Villa d'Este S.163 No.3 (Thrénodie II),Aux cyprès de la Villa d'Este S.163 No.3 (Thrénodie II),,,,,,,,,,,,,,,,,,,,,,,,,
1258,2.43 TPS (2.43 / 2.43 / 2.43),2.43 TPS (2.43 / 2.43 / 2.43),,,,,,,,,,,,,,,,,,,,,,,,,
1259,av10492,av10492,,,,,,,,,,,,,,,,,,,,,,,,,
1260,6.33 TPS (6.0 / 6.33 / 6.67),6.33 TPS (6.0 / 6.33 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
1261,Ave Maria S.558 No.12,Ave Maria S.558 No.12,,,,,,,,,,,,,,,,,,,,,,,,,
1262,0.02 TPS (0.02 / 0.02 / 0.02),0.02 TPS (0.02 / 0.02 / 0.02),,,,,,,,,,,,,,,,,,,,,,,,,
1263,Ave Maria,Ave Maria,,,,,,,,,,,,,,,,,,,,,,,,,
1264,3.87 TPS (3.87 / 3.87 / 3.87),3.87 TPS (3.87 / 3.87 / 3.87),,,,,,,,,,,,,,,,,,,,,,,,,
1265,AXmod Challenge 6,AXmod Challenge 6,,,,,,,,,,,,,,,,,,,,,,,,,
1266,11.6 TPS (11.33 / 11.6 / 11.87),11.6 TPS (11.33 / 11.6 / 11.87),,,,,,,,,,,,,,,,,,,,,,,,,
1267,Ayo Mama,Ayo Mama,,,,,,,,,,,,,,,,,,,,,,,,,
1268,3.63 TPS (3.5 / 3.63 / 3.77),3.63 TPS (3.5 / 3.63 / 3.77),,,,,,,,,,,,,,,,,,,,,,,,,
1269,Azure Flute,Azure Flute,,,,,,,,,,,,,,,,,,,,,,,,,
1270,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
1271,BAAM (Beautiful ver.),BAAM (Beautiful ver.),,,,,,,,,,,,,,,,,,,,,,,,,
1272,8.82 TPS (8.47 / 8.8 / 9.2),8.82 TPS (8.47 / 8.8 / 9.2),,,,,,,,,,,,,,,,,,,,,,,,,
1273,BAAM (Easy ver.),BAAM (Easy ver.),,,,,,,,,,,,,,,,,,,,,,,,,
1274,41152263.0 TPS (41152263.0 / 41152263.0 / 41152263.0),41152263.0 TPS (41152263.0 / 41152263.0 / 41152263.0),,,,,,,,,,,,,,,,,,,,,,,,,
1275,BAAM (gi tu la's ver.),BAAM (gi tu la's ver.),,,,,,,,,,,,,,,,,,,,,,,,,
1276,9.53 TPS (9.53 / 9.53 / 9.53),9.53 TPS (9.53 / 9.53 / 9.53),,,,,,,,,,,,,,,,,,,,,,,,,
1277,BAAM (Playable ver.),BAAM (Playable ver.),,,,,,,,,,,,,,,,,,,,,,,,,
1278,41152263.0 TPS (41152263.0 / 41152263.0 / 41152263.0),41152263.0 TPS (41152263.0 / 41152263.0 / 41152263.0),,,,,,,,,,,,,,,,,,,,,,,,,
1279,BAAM,BAAM,,,,,,,,,,,,,,,,,,,,,,,,,
1280,12.7 TPS (12.7 / 12.7 / 12.7),12.7 TPS (12.7 / 12.7 / 12.7),,,,,,,,,,,,,,,,,,,,,,,,,
1281,BAAM(Easy ver.),BAAM(Easy ver.),,,,,,,,,,,,,,,,,,,,,,,,,
1282,9.53 TPS (9.53 / 9.53 / 9.53),9.53 TPS (9.53 / 9.53 / 9.53),,,,,,,,,,,,,,,,,,,,,,,,,
1283,Baby Come To Me,Baby Come To Me,,,,,,,,,,,,,,,,,,,,,,,,,
1284,7.8 TPS (7.47 / 7.8 / 8.13),7.8 TPS (7.47 / 7.8 / 8.13),,,,,,,,,,,,,,,,,,,,,,,,,
1285,Baby Demons,Baby Demons,,,,,,,,,,,,,,,,,,,,,,,,,
