,TID,English,Arabic,Chinese Simplified,Chinese Traditional,Dutch,Filipino,Finnish,French,German,Hindi,Indonesian,Italian,Korean,Japanese,Malay,Norwegian,Polish,Portuguese,Portuguese Brazil,Russian,Spanish,Swedish,Thai,Turkish (old),Turkish,Vietnamese
219,The Doll's Complaint,The Doll's Complaint,شكوى من الدمية,娃娃的抱怨,娃娃的抱怨,De klacht van de pop,The Doll's Complaint,The Doll's Complaint,La plainte de la poupée,The Doll's Complaint,The Doll's Complaint,Keluhan boneka itu,La lamentela della bambola,인형의 불만,ドールズ・コンプレイント,The Doll's Complaint,Dukkens klage,Skarżenie się lalki,A Lamentação da Boneca,A Lamentação da Boneca,Жалоба куклы,La queja de la muñeca,The Doll's Complaint,The Doll's Complaint,Bebek şikayeti,The Doll's Complaint,The Doll's Complaint
220,La Chevaleresque,La Chevaleresque,لا شفلرصق,骑士风格,騎士風格,La Chevaleresque,La Chevaleresque,La Chevaleresque,La Chevaleresque,La Chevaleresque,La Chevaleresque,La Chevaleresque,La Chevalesque,라 셰발레레스크,貴婦人の乗馬,La Chevaleresque,La Chevaleresque,La Chevaleresque,La Chevalreresque,La Chevalreresque,Рыцарский,El caballeresco,La Chevaleresque,La Chevaleresque,Şövalyeci,La Chevaleresque,La Chevaleresque
221,Waltz Op.69 No.2,Waltz Op.69 No.2,No.2 Op.69 الفالس,圆舞曲 Op.69 No.2,圓舞曲 Op.69 No.2,Waltz Op.69 Nr. 2,Waltz Op.69 No.2,Waltz Op.69 No.2,Waltz Op.69 No.2,Waltz Op.69 Nr.2,Waltz Op.69 No.2,Waltz Op.69 No.2,Waltz Op.69 n.2,왈츠 Op.69 2번,ワルツ Op.69 No.2,Waltz Op.69 No.2,Vals Op.69 nr.2,Walc Op.69 nr 2,Valsa Op.69 No.2,Valsa Op.69 No.2,Вальс Op.69 №2,Vals Op.69 No.2,Vals Op.69 No.2,วอลซ์ โอปัส 69 หมายเลข 2,Vals Op.69 No.2,Vals Op.69 No.2,Waltz Op.69 No.2
222,Walzer Op.12 No.2,Walzer Op.12 No.2,No.2 Op.12 الفالس,华尔兹 Op.12 No.2,華爾茲 Op.12 No.2,Walzer Op.12 Nr. 2,Walzer Op.12 No.2,Walzer Op.12 No.2,Walzer Op.12 No.2,Waltz Op.12 Nr.2,Walzer Op.12 No.2,Walzer OP.12 No.2,Walzer Op.12 n. 2,왈츠 Op.12 2번,ワルツ（Walter）Op.12-2,Walzer Op.12 No.2,Vals Op.12 nr.2,Walzer Op.12 nr 2,Valsa Op.12 No.2,Valsa Op.12 No.2,Вальзер Op.12 №2,Vals Op.12 No.2,Walzer Op.12 nr 2,Walzer Op.12 No.2,Vals Op.12 No.2,Vals Op.12 No.2,Walzer Op.12 No.2
223,Spring Song,Spring Song,أغنية الربيع,春之歌,春之歌,Spring nummer,Spring Song,Spring Song,Chanson de printemps,Spring Song,Spring Song,Lagu Musim Semi,Canzone di primavera,봄노래,春の歌,Spring Song,Vårsang,Wiosenna pieśń,Canção da Primavera,Canção da Primavera,Весенняя песня,Canción de primavera,Våren,เพลงฤดูใบไม้ผลิ,Bahar şarkısı,Bahar Şarkısı,Bài hát mùa xuân
224,Melody in F Op.3 No.1,Melody in F Op.3 No.1,No.1 Op.3 لحن في سلم فا,F大调旋律,F大調旋律,Melodie in f op.3 nr. 1,Melody in F Op.3 No.1,Melody in F Op.3 No.1,Mélodie dans F Op.3 No.1,Melodie in F Op.3 Nr.1,Melody in F Op.3 No.1,Melodi dalam f op.3 No.1,Melodia in f op.3 n. 1,F장조 멜로디 Op.3 1번,Fのメロディ Op.3-1,Melody in F Op.3 No.1,Melodi i F Op.3 nr.1,Melodia w F op.3 nr 1,Melodia em Fá Op.3 No.1,Melodia em Fá Op.3 No.1,Мелодия фа мажор Op.3 №1,Melodía en Fa Op.3 No.1,Melodi i F Op.3 No.1,Melody in F Op.3 No.1,F op.3 No.1'de melodi,F Majör’de Melodi Op.3 No.1,Giai điệu trong f Op.3 No.1
225,Dance Of The Hours,Dance Of The Hours,رقصة الساعات,时辰之舞,時辰之舞,Dans van de uren,Dance Of The Hours,Dance Of The Hours,Danse des heures,Tanz der Stunden,Dance Of The Hours,Dance of the Hours,Danza delle ore,시간의 춤,時の踊り,Dance Of The Hours,Tidens dans,Taniec godzin,Dança das horas,Dança das horas,Танец часов,Danza de las horas,Dance Of The Hours,Dance of the Hours,Saatlerin Dansı,Saatlerin Dansı,Dance Of The Hours
226,Polonaise in A Flat Major B.5,Polonaise in A Flat Major B.5,بولونيز في مفتاح لا بيمول (B.5),降A大调波兰舞曲,降A大調波蘭舞曲,Polonaise in een platte major b.5,Polonaise in A Flat Major B.5,Polonaise in A Flat Major B.5,Polonaise dans un major plat B.5,Polonaise in As-Dur B.5,Polonaise in A Flat Major B.5,Polonaise di Mayor Datar B.5,Polonaise in un major piatto B.5,A장조 폴로네이즈 B.5,ポロネーズ 変イ長調 B.5,Polonaise in A Flat Major B.5,Polonaise i Ass-dur B.5,Polonez w As-dur B.5,Polonesa em Lá Bemol Maior B.5,Polonesa em Lá Bemol Maior B.5,Полонез ля-бемоль мажор В.5,Polonesa en La bemol mayor B.5,Polonäs i Bess-dur B.5,Polonaise in A Flat Major B.5,Düz bir majör b.5'te polonaise,A bemol Majör Polonez B.5,Polonaise cung A giáng trưởng B.5
227,Sonata in F Major Hob.23 Mvt.1,Sonata in F Major Hob.23 Mvt.1,Hob.23سوناتا في سلم فا الكبير,F大调奏鸣曲 第一章,F大調奏鳴曲 第一章,Sonate in F Major Hob.23 MVT.1,Sonata in F Major Hob.23 Mvt.1,Sonata in F Major Hob.23 Mvt.1,Sonata en F Major Hob.23 Mvt.1,Sonata in F Major Hob.23 Mvt.1,Sonata in F Major Hob.23 Mvt.1,Sonata in f Mayor Hob.23 MVT.1,Sonata in F Major Hob.23 Mvt.1,F장조 소나타 Hob.23 1악장,ソナタ ヘ長調 Hob.23 第1楽章,Sonata in F Major Hob.23 Mvt.1,Sonate i F-dur Hob.23 Mvt.1,Sonata w F-dur Hob.23 Mvt.1,Sonata em Fá Maior Hob.23 Mvt.1,Sonata em Fá Maior Hob.23 Mvt.1,Соната Фа мажор Hob.23 Mvt.1,Sonata en Fa Mayor Hob.23 Mvt.1,Sonat i F-dur Hob.23 Mvt.1,Sonata in F Major Hob.23 Mvt.1,F Major Hob.23 Mvt.1,F Majör Sonatı Hob.23 Bölüm 1,Sonata trong F Major Hob.23 Mvt.1
228,Walzer Op.325,Walzer Op.325,Op.325 الفالس,维也纳森林的故事,維也納森林的故事,Walzer Op.325,Walzer Op.325,Walzer Op.325,Walzer OP.325,Walzer Op.325,Walzer Op.325,Walzer Op.325,Walzer Op.325,왈츠 Op.325,ワルツ（Walzer）Op.325,Walzer Op.325,Vals Op.325,Walzer Op.325,Valsa Op.325,Valsa Op.325,Вальзер Op.325,Vals Op.325,Walzer Op.325,Walzer op.325,Vals Op.325,Vals Op.325,Walzer Op.325
229,Valse Brillante Op.34 No.1,Valse Brillante Op.34 No.1,No.1 Op.34 الفالس البريلانتي,圆舞曲 Op.34 No.1,圓舞曲 Op.34 No.1,Valse Brillante Op.34 Nr. 1,Valse Brillante Op.34 No.1,Valse Brillante Op.34 No.1,Valse Brillante Op.34 No.1,Valse Brillante Op.34 Nr.1,Valse Brillante Op.34 No.1,Valse Brillante Op.34 No.1,Valse Brillante Op.34 n.1,발스 브릴란테 Op.34 1번,華麗なる円舞曲 Op.34-1,Valse Brillante Op.34 No.1,Glitrende vals Op.34 nr.1,Walc Brillante Op.34 nr 1,Valsa Brilhante Op.34 No.1,Valsa Brilhante Op.34 No.1,Вальс Брильянте Op.34 №,Vals Brillante Op.34 No.1,Valse Brillante Op.34 No.1,Valse Brillante Op.34 No.1,Parlak Vals Op.34 No.1,Parlak Vals Op.34 No.1,Valse Brillante Op.34 No.1
230,Le Petit Rien,Le Petit Rien,لو بوتي رين,小空话,小空話,Le Petit Rien,Le Petit Rien,Le Petit Rien,Le Petit Rien,Le Petit Rien,Le Petit Rien,Le Petit Rien,Le Petit Rien,르 페티 리앙,レ・プティ・リアン Op.34-1,Le Petit Rien,Le Petit Rien,Le Petit Rien,Le Petit Rien,Le Petit Rien,Ле Пти Риэн,Le Petit Rien,Le Petit Rien,Le Petit Rien,Ufak Bir Şey,Le Petit Rien,Le Petit Rien
231,Sonata in B Flat Major K570 Mvt.2,Sonata in B Flat Major K570 Mvt.2,سوناتا في سي بيمول الكبير K570 الحركة 2,降B大调奏鸣曲 K570 第2乐章,降B大調奏鳴曲 K570 第2樂章,Sonate in B-hoog majeur K570 Mvt.2,Sonata in B Flat Major K570 Mvt.2,Sonata in B Flat Major K570 Mvt.2,Sonate en si bémol majeur K570 Mvt.2,Sonate in B-Dur K570 Mvt.2,Sonata in B Flat Major K570 Mvt.2,Sonata dalam B Flat Major K570 Mvt.2,Sonata in Si bemolle maggiore K570 Mvt.2,B플랫 장조 소나타 K570 제2악장,変ロ長調ソナタ K570 第2楽章,Sonata in B Flat Major K570 Mvt.2,Sonate i B-dur K570 Mvt.2,Sonata w B-dur K570 Mvt.2,Sonata em Si Bemol Maior K570 Mvt.2,Sonata em Si Bemol Maior K570 Mvt.2,Соната си-бемоль мажор K570 2 часть,Sonata en Si bemol mayor K570 Mvt.2,Sonat i Bess-dur K570 Mvt.2,โซนาตาในบีแฟลตเมเจอร์ K570 มูฟ.2,Si bemol majör Sonata K570 Mvt.2,B bemol Majör Sonatı K570 Bölüm 2,Sonata trong B giáng trưởng K570 Mvt.2
232,Suite HWV 442 G major Chaconne,Suite HWV 442 G major Chaconne,سويت (HWV 442) في مفتاح صول - شاقون,恰空 HWV 442,恰空 HWV 442,Suite HWV 442 G Major Chaconne,Suite HWV 442 G major Chaconne,Suite HWV 442 G major Chaconne,Suite HWV 442 G Major Chaconne,Suite HWV 442 in G-Dur: Chaconne,Suite HWV 442 G major Chaconne,Suite HWV 442 G Mayor Chaconne,Suite HWV 442 G Major Chaconne,G장조 모음곡 HWV 442: 샤콘,組曲 HWV 442 ト長調 シャコンヌ,Suite HWV 442 G major Chaconne,Suite HWV 442 G-dur Chaconne,Suitę HWV 442 G-dur Chaconne,Suíte HWV 442 Sol Maior Chacona,Suíte HWV 442 Sol Maior Chacona,"Сюита HWV 442 соль мажор, Чакона","Suite HWV 442 en Sol Mayor, Chacona",Svit HWV 442 i G-dur - Chaconne,สวีท HWV 442 จี เมเจอร์ ชาคอนน์,Suite HWV 442 G Majör Chaconne,Suite HWV 442 G Majör Chaconne,Suite HWV 442 G major Chaconne
233,Sonata in D Major K284 Mvt.3,Sonata in D Major K284 Mvt.3,Mvt.3 K284 سوناتا في سلم ري الكبير,D大调奏鸣曲 K284 第三章,D大調奏鳴曲 K284 第三章,Sonata in D Major K284 MVT.3,Sonata in D Major K284 Mvt.3,Sonata in D Major K284 Mvt.3,Sonata en D Major K284 Mvt.3,"Sonate in D-Dur KV 284, 3. Satz",Sonata in D Major K284 Mvt.3,Sonata di D Mayor K284 MVT.3,Sonata in D maggiore K284 MVT.3,D장조 소나타 K.284 3악장,ソナタ ニ長調 K284 第3楽章,Sonata in D Major K284 Mvt.3,Sonate i D-dur K284 Mvt.3,Sonata w D-dur K284 Mvt.3,Sonata em Ré Maior K284 Mvt.3,Sonata em Ré Maior K284 Mvt.3,Соната ре мажор K284 Mvt.3,Sonata en Re Mayor K284 MVT.3,Sonat i D-dur K284 Mvt.3,โซนาตา ใน ดี เมเจอร์ K.284 มูฟเมนต์ 3,D majör K284 MVT.3,D Majör Sonatı K284 Bölüm 3,Sonata trong D Major K284 MVT.3
234,Derniere Pensee Musicale,Derniere Pensee Musicale,آخر فكرة موسيقية,最后的思念,最後的思念,Derniere Pensee Musicale,Derniere Pensee Musicale,Derniere Pensee Musicale,Derniere Pensee Musicale,Derniere Pensee Musicale,Derniere Pensee Musicale,Derniere Pensee Musicale,Derniere Pensee Musicate,데르니에르 펑세 뮤지칼,最新の音楽的思考,Derniere Pensee Musicale,Derniere Pensee Musice,Derniere Pensee Musicale,Último Pensamento Musical,Último Pensamento Musical,Музыкальная последняя мысль,Derniere Pensee Musicale,Derniere Pensee Musicale,Derniere Pensee Musicale,Son Müzik Düşüncesi,Derniere Pensee Musicale,Derniere Pensee Musicale
235,La Cinquantaine,La Cinquantaine,الخمسينات,金婚曲,金婚曲,La cinquantaine,La Cinquantaine,La Cinquantaine,La Cinquantaine,La Cinquantaine,La Cinquantaine,La Cinquanaine,La Cinquantaine,라 생캉테느,金婚式,La Cinquantaine,La Cinquantaine,La Cinquantaine,La Cinquantaine,La Cinquantaine,Золотая годовщина,La cinquantaine,La Cinquantaine,La Cinquantaine,Elli,La Cinquantaine,La Cinquantaine
236,Suite in D minor HWV 448 Courante,Suite in D minor HWV 448 Courante,سويت في مفتاح ري الصغير (HWV 448) كورانت,库朗特HWV 448,D小調組曲HWV 448,Suite in D Minor HWV 448 Courante,Suite in D minor HWV 448 Courante,Suite in D minor HWV 448 Courante,Suite en D Minor Hwv 448 Courante,Suite in d-Moll HWV 448: Courante,Suite in D minor HWV 448 Courante,Suite di D Minor HWV 448 Courante,Suite in D minore HWV 448 Courante,d단조 모음곡 HWV 448: 코랑트,組曲 ニ短調 HWV448 クーラント,Suite in D minor HWV 448 Courante,Suite i D-moll HWV 448 Courante,Suitę w d-moll HWV 448 Courante,Suíte em Ré Menor HWV 448 Courante,Suíte em Ré Menor HWV 448 Courante,"Сюита ре минор HWV 448, Куранта",Suite en Re menor HWV 448 Courante,Svit i d-moll HWV 448 - Courante,ห้องสวีทใน D เล็กน้อย HWV 448,Süit D Minor Hwv 448 Courante,D minör Süiti HWV 448 Courante,Suite trong D Minor HWV 448 Courante
237,Waltz Op.64 No.3 in A Flat,Waltz Op.64 No.3 in A Flat,فالز (Op.64 No.3) في مفتاح لا بيمول,圆舞曲Op.64 No.3,圓舞曲Op.64 No.3,Waltz Op.64 nr. 3 in een flat,Waltz Op.64 No.3 in A Flat,Waltz Op.64 No.3 in A Flat,Waltz Op.64 No.3 dans un appartement,Waltz Op.64 Nr.3 in A Flat,Waltz Op.64 No.3 in A Flat,Waltz Op.64 No.3 di sebuah flat,Waltz op.64 n. 3 in un appartamento,내림A장조 왈츠 Op.64 3번,ワルツ 変イ長調 OP.64-3,Waltz Op.64 No.3 in A Flat,Vals Op.64 nr.3 i Des-dur,Walc As-dur Op.64 nr 3,Valsa Op.64 No.3 em um Apartamento,Valsa Op.64 No.3 em um Apartamento,Вальс Op.64 №3 ля-бемоль мажор,Vals Op.64 No.3 en La bemol,Vals Op.64 No.3 i Ess-dur,Waltz Op.64 No.3 in A Flat,Waltz Op.64 No.3 bir dairede,A bemol’da Vals Op.64 No.3,Waltz Op.64 No.3 cung A giáng trưởng
238,The Chatterbox Op.100 No.17,The Chatterbox Op.100 No.17,الثرثار (Op.100 No.17),饶舌,饒舌,De chatterbox op.100 nr. 17,The Chatterbox Op.100 No.17,The Chatterbox Op.100 No.17,The Chatterbox OP.100 No.17,The Chatterbox Op.100 Nr.17,The Chatterbox Op.100 No.17,The Chatterbox Op.100 No.17,The Chatterbox Op.100 n. 17,수다쟁이 Op.100 17번,チャッターボックス Op.100-17,The Chatterbox Op.100 No.17,Skravlebøtte Op.100 nr.17,Paplanina Op.100 nr 17,Tagarela Op.100 No.17,Tagarela Op.100 No.17,Болтун Op.100 №17,La Babillarde Op.100 No.17,The Chatterbox Op.100 No.17,The Chatterbox Op.100 No.17,Chatterbox Op.100 No.17,The Chatterbox Op.100 No.17,The Chatterbox Op.100 No.17
239,Rondo in C Major WoO 48,Rondo in C Major WoO 48,WoO48الروندوفيسلمدوالكبير,C大调回旋曲,C大調迴旋曲,Rondo in C Major Woo 48,Rondo in C Major WoO 48,Rondo in C Major WoO 48,Rondo en C Major Woo 48,Rondo in C-Dur WoO 48,Rondo in C Major WoO 48,Rondo di C Mayor Woo 48,Rondo in C Major WoO 48,C장조 론도 WoO 48,ロンド ハ長調 WoO48,Rondo in C Major WoO 48,Rondo i C-dur WoO 48,Rondo C-dur Woo 48,Rondó em Dó Maior WoO 48,Rondó em Dó Maior WoO 48,Рондо до мажор WoO 48,Rondo en Do Mayor Woo 48,Rondo i C-dur WoO 48,Rondo in C Major WoO 48,C Major Woo 48'de Rondo,C Majör Rondo WoO 48,Rondo trong C Major WoO 48
240,Traum der Sennerin Op.45,Traum der Sennerin Op.45,حلم الراعية (Op.45),高山少女之梦,高山少女之夢,Traum der sennerin op.45,Traum der Sennerin Op.45,Traum der Sennerin Op.45,Traum Der Sennerin Op.45,Traum der Sennerin Op.45,Traum der Sennerin Op.45,Traum der Sennerin Op.45,Traum der Sennerin Op.45,트라우름 데어 세네린 Op.45,アルプスの乙女の夢,Traum der Sennerin Op.45,Traum der Sennerin Op.45,Traum der sennerin op.45,O Sonho da Pastora Op.45,O Sonho da Pastora Op.45,Сон пастушки Op.45,Sueño de la pastora Op.45,Traum der Sennerin Op.45,Traum der Sennerin Op.45,Travma der Sennerin Op.45,Traum der Sennerin Op.45,Traum der Sennerin Op.45
241,Valse Bleue,Valse Bleue,الفالسالأزرق,蓝色圆舞曲,藍色圓舞曲,Valse Bleue,Valse Bleue,Valse Bleue,Valse Bleue,Valse Bleue,Valse Bleue,Valse Bleue,Valse Bleue,발스 블뢰,ブルーワルツ,Valse Bleue,Valse bleue,Błękitny walc,Valsa Azul,Valsa Azul,Голубой вальс,Valse bleue,Valse Bleue,Valse Bleue,Değer,Valse Bleue,Valse Bleue
242,Love's Dream After the Ball,Love's Dream After the Ball,حلمالحببعدالكرة,舞会后的爱之梦,舞會後的愛之夢,Liefdes droom na de bal,Love's Dream After the Ball,Love's Dream After the Ball,Le rêve de l'amour après le ballon,Love's Dream After the Ball,Love's Dream After the Ball,Mimpi Cinta Setelah Bola,Love's Dream dopo la palla,무도회 후 사랑의 꿈,舞踏の後にみる愛の夢,Love's Dream After the Ball,Kjærlighetens drøm etter ballen,Marzenie miłości po balu,O Sonho de Amor Após o Baile,O Sonho de Amor Após o Baile,Сон любви после бала,Sueño del amor después del baile,Love's Dream After the Ball,Love's Dream After the Ball,Love'ın Toptan Sonra Rüyası,Balodan Sonra Aşkın Rüyası,Giấc mơ của tình yêu sau quả bóng
243,Fleurette-Romance Op.75 No.1,Fleurette-Romance Op.75 No.1,فلوريت-رومانس (Op.75 No.1),浪漫曲Op.75 No.1,浪漫曲Op. 75 No. 1,Fleurette-Romance Op.75 Nr.1,Fleurette-Romance Op.75 No.1,Fleurette-Romance Op.75 No.1,Fleurette-Romance Op.75 No.1,Fleurette-Romance Op.75 Nr.1,Fleurette-Romance Op.75 No.1,Fleurette-Romance Op.75 No.1,Fleurette-Romance op.75 n. 1,플뢰레트-로망스 Op.75 1번,フルーレット - ロマンス Op.75-1,Fleurette-Romance Op.75 No.1,Fleurette-Romance Op.75 nr.1,Fleurette-Romance Op.75 nr 1,Fleurette-Romance Op.75 No.1,Fleurette-Romance Op.75 No.1,Флерет-романс Op.75 №1,Fleurette-Romance Op.75 No.1,Fleurette-Romance Op.75 No.1,Fleurette-Romance Op.75 No.1,Fleurette Romansı Op.75 No.1,Fleurette Romansı Op.75 No.1,Fleurette-Romance Op.75 No.1
244,Le Rappel des oiseaux,Le Rappel des oiseaux,تذكيرالطيور,鸟语啁啾,鳥語啁啾,Le Rappel des oiseaux,Le Rappel des oiseaux,Le Rappel des oiseaux,Le rappel des oiseaux,Le Rappel des oiseaux,Le Rappel des oiseaux,Le rappel des oiseaux,Le Rappel des Oiseaux,르 라펠 데 조와조,鳥のさえずり,Le Rappel des oiseaux,Le Rappel des oiseaux,Le Rappel des oiseaux,Le Rappel des Oiseaux,Le Rappel des Oiseaux,Перекликание птиц,Le Rappel des oiseaux,Le Rappel des Oiseaux,Le Rappel des oiseaux,Kuş Çağrısı,Le Rappel des oiseaux,Le Rappel des oiseaux
245,Poupee valsante,Poupée valsante,فالسدمية,洋娃娃的舞蹈,洋娃娃的舞蹈,Poupée Valsante,Poupée valsante,Poupée valsante,Poupée valsante,Poupée valsante,Poupée valsante,Poupée Valsante,Poupée Valsante,Poupée valsante,踊る人形,Poupée valsante,Poupée Valsante,Poupée Valsante,Valsa da Boneca,Valsa da Boneca,Танцующая кукла,Poupée Valsante,Poupée valsante,Poupée Valsante,Dans Eden Bebek,Poupée valsante,Poupée valsante
246,Bourree in G Major Op.1 No.5,Bourree in G Major Op.1 No.5,بوراي في مفتاح صول (Op.1 No.5),布列舞曲,布列舞曲,Bourree in G Major Op.1 Nr.5,Bourree in G Major Op.1 No.5,Bourree in G Major Op.1 No.5,Bourree in G Major Op.1 No.5,Bourrée in G-Dur Op.1 Nr.5,Bourree in G Major Op.1 No.5,Bourree di G Mayor Op.1 No.5,Bourree in G Major Op.1 n. 5,G장조 부레 Op.1 5번,ブーレ ト長調 Op.1-5,Bourree in G Major Op.1 No.5,Bourrée i G-dur Op.1 nr.5,Bourrée w G-dur Op.1 nr 5,Bourrée em Sol Maior Op.1 No.5,Bourrée em Sol Maior Op.1 No.5,Бурре соль мажор соч. 1 № 5,Bourree In Sol Mayor Op.1 No.5,Bourrée i G-dur Op.1 No.5,Bourree in G Major Op.1 No.5,G Major Op.1 No.5'te Bourree,G Majör Bourree Op.1 No.5,Bourree trong G Major Op.1 No.5
247,The Chinese Serenade,The Chinese Serenade,اللحنالغراميالصيني,中国小夜曲,中國小夜曲,De Chinese Serenade,The Chinese Serenade,The Chinese Serenade,La sérénade chinoise,The Chinese Serenade,The Chinese Serenade,Serenade Cina,La serenata cinese,중국 세레나데,中国ノセレナーデ,The Chinese Serenade,Den kinesiske serenaden,Chińska serenada,A Serenata Chinesa,A Serenata Chinesa,Китайская серенада,La serenata china,Den kinesiska serenaden,บทเพลงบรรเลงจีน,Çin Serenat,Çin Serenadı,The Chinese Serenade
248,Stephanie-Gavotte Op.312,Stephanie-Gavotte Op.312,Op.312ستيفاني-الرقصةالفرنسية,斯泰普哈尼-加沃特,斯泰普哈尼-加沃特,Stephanie-Gavotte Op.312,Stephanie-Gavotte Op.312,Stephanie-Gavotte Op.312,Stephanie-Gavotte Op.312,Stephanie-Gavotte Op.312,Stephanie-Gavotte Op.312,Stephanie-Gavotte Op.312,Stephanie-Gavotte Op.312,스테파니-가보트 Op.312,ステファニー - ガボット Op.312,Stephanie-Gavotte Op.312,Stephanie-Gavotte Op.312,Stephanie-Gawot Op.312,Stephanie-Gavota Op.312,Stephanie-Gavota Op.312,Стефани-Гавот Соч. 312,Stephanie-Gavotte Op.312,Stephanie-Gavotte Op.312,Stephanie-Gavotte Op.312,Stephanie Gavottesi Op.312,Stephanie-Gavotte Op.312,Stephanie-Gavotte Op.312
249,Waltz Op.70 No.3 in D flat,Waltz Op.70 No.3 in D flat,فالز (Op.70 No.3) في مفتاح ري بيمول,圆舞曲Op.70 No.3,圓舞曲Op.70 No.3,Vals Op.70 nr. 3 in D♭,Waltz Op.70 No.3 in D flat,Waltz Op.70 No.3 in D flat,Waltz Op.70 n ° 3 en d plat,Waltz Op.70 Nr.3 in D flat,Waltz Op.70 No.3 in D flat,Waltz Op.70 No.3 di D Flat,Waltz Op.70 n.3 in D flat,내림D장조 왈츠 Op.70 3번,ワルツ 変ニ長調 OP.70-3,Waltz Op.70 No.3 in D flat,Vals Op.70 nr.3 i Des-dur,Walc Des-dur Op.70 nr 3,Valsa Op.70 No.3 em Ré Bemol,Valsa Op.70 No.3 em Ré Bemol,"Вальс, соч. 70 № 3 в ре-бемоль",Vals Op.70 No.3 en Re bemol,Vals Op.70 No.3 i Dess-dur,Waltz Op.70 No.3 in D flat,Waltz Op.70 No.3,D bemol’da Vals Op.70 No.3,Waltz Op.70 No.3 cung D giáng trưởng
250,Douze Etudes de Salon Op.5 No.11,Douze Etudes de Salon Op.5 No.11,اثنا عشر إتود صالون (Op.5 No.11),爱之歌,愛之歌,Douze Etudes de Salon Op.5 Nr.11,Douze Etudes de Salon Op.5 No.11,Douze Etudes de Salon Op.5 No.11,Douze Etudes de Salon Op.5 No.11,Douze Études de Salon Op.5 Nr.11,Douze Etudes de Salon Op.5 No.11,Double Etudes de Salon Op.5 No.11,Douze Etudes de Salon Op.5 n.11,두즈 에튀드 드 살롱 Op.5 11번,サロン用練習曲 Op.5-11,Douze Etudes de Salon Op.5 No.11,Douze Études de Salon Op.5 nr.11,Douze Etudes de Salon Op.5 nr 11,Douze Études de Salon Op.5 No.11,Douze Études de Salon Op.5 No.11,Двенадцать этюдов для гостиной Op.5 №11,Douze Etudes de Salon Op.5 No.11,Douze Etudes de Salon Op.5 No.11,Douze Etudes de Salon Op.5 No.11,12 Salon Etüdü op.5 No.11,12 Salon Etüdü Op.5 No.11,Douze Etudes de Salon Op.5 No.11
251,Sonatina in D Op.168 No.5,Sonatina in D Op.168 No.5,No.5 Op.168 السوناتينا في سلم ري,小奏鸣曲 Op.168 No.5,小奏鳴曲Op.168 No.5,Sonatina in D Op.168 Nr.5,Sonatina in D Op.168 No.5,Sonatina in D Op.168 No.5,Sonatina en D Op.168 n ° 5,Sonatina in D Op.168 Nr.5,Sonatina in D Op.168 No.5,Sonatina di D Op.168 No.5,Sonatina in D Op.168 n.5,D장조 소나티나 Op.168 5번,ソナチネ ニ長調 Op.168-5,Sonatina in D Op.168 No.5,Sonatine i D-dur Op.168 nr.5,Sonatina w D-dur Op.168 nr 5,Sonatina em Ré Maior Op.168 No.5,Sonatina em Ré Maior Op.168 No.5,Сонатина ре мажор Op.168 №5,Sonatina en Re Op.168 No.5,Sonatina i D-dur Op.168 No.5,Sonatina in D Op.168 No.5,"Sonatina, D op.168 No.5",D Sonatina Op.168 No.5,Sonatina Op.168 No.5 cung D trưởng
252,Polish Dance Op.3 No.1,Polish Dance Op.3 No.1,No.1 Op.3 الرقصة البولندية,波兰舞曲 Op.3 No.1,波蘭舞曲Op.3 No.1,Poolse dans op.3 Nr.1,Polish Dance Op.3 No.1,Polish Dance Op.3 No.1,Dance polonaise Op.3 No.1,Polnischer Tanz Op.3 Nr.1,Polish Dance Op.3 No.1,Tari Polandia Op.3 No.1,Dance polacco Op.3 n. 1,폴란드 무곡 Op.3 1번,ポーランド舞曲 OP.3-1,Polish Dance Op.3 No.1,Polsk dans op.3 nr.1,Taniec polski Op.3 nr 1,Dança Polonesa Op.3 No.1,Dança Polonesa Op.3 No.1,"Польский танец, Op.3 №1",Danza polaca Op.3 No.1,Polsk dans Op.3 No.1,Polish Dance Op.3 No.1,Lehçe Dance Op.3 No.1,Polonyalı Dans Op.3 No.1,Vũ điệu Ba Lan Op.3 No.1
