SongName,BaseBPM,first,second,third,firstBB,secondBB,thirdBB,firstTPS,secondTPS,thirdTPS,avgTPS
Chopsticks (Short Version).json,150,150,150,150,0.25,0.25,0.25,10.0,10.0,10.0,10.0
Chopsticks (The Celebrated Chop Waltz).json,67,67,67,67,0.25,0.25,0.25,4.47,4.47,4.47,4.47
Chopsticks Blackscore.json,130.005,130.005,130.005,130.005,0.25,0.25,0.25,8.67,8.67,8.67,8.67
Chopsticks Short.json,90,90,95,100,0.125,0.125,0.125,12.0,12.67,13.33,12.67
Chopsticks.json,190,190,190,190,1,1,1,3.17,3.17,3.17,3.17
Chorded.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Chorekee.json,165,165,165,165,0.25,0.25,0.25,11.0,11.0,11.0,11.0
Choro Melancolico.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Choro Para Olga.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Chosen.json,300,300,300,300,0.75,0.75,0.75,6.67,6.67,6.67,6.67
Christ on the Mount of Olives Op.85 Mvt.1.json,480,480,480,480,0.75,0.75,0.75,10.67,10.67,10.67,10.67
Christ on the Mount of Olives Op.85 Mvt.2.json,405,405,405,405,0.75,0.75,0.75,9.0,9.0,9.0,9.0
Christ on the Mount of Olives Op.85 Mvt.3.json,240,240,240,240,0.75,0.75,0.75,5.33,5.33,5.33,5.33
Christ on the Mount of Olives Op.85 Mvt.4.json,360,360,360,360,0.75,0.75,0.75,8.0,8.0,8.0,8.0
Christ on the Mount of Olives Op.85 Mvt.5.json,384,384,384,384,0.75,0.75,0.75,8.53,8.53,8.53,8.53
Christ on the Mount of Olives Op.85 Mvt.6.json,540,540,540,540,0.75,0.75,0.75,12.0,12.0,12.0,12.0
Christ The Lord Is Risen Today.json,115,115,119,123,0.5,0.5,0.5,3.83,3.97,4.1,3.97
Christmas Day.json,260,260,268,276,1,1,1,4.33,4.47,4.6,4.47
Christmas Rhapsody (Easier).json,110,110,110,110,0.25,0.25,0.25,7.33,7.33,7.33,7.33
Christmas Rhapsody (Sliders Tiles).json,110,110,100,130,0.25,0.25,0.25,7.33,6.67,8.67,7.56
Christmas Rhapsody Op.55 No.1.json,110,110,100,130,0.25,0.25,0.25,7.33,6.67,8.67,7.56
Christmas Rhapsody.json,110,110,100,130,0.25,0.25,0.25,7.33,6.67,8.67,7.56
Christmas Silent Night.json,120,120,128,136,0.5,0.5,0.5,4.0,4.27,4.53,4.27
Christmas Snow-Adapted.json,94,94,94,94,0.5,0.5,0.5,3.13,3.13,3.13,3.13
Christmas Snow.json,150,150,150,150,0.25,0.25,0.25,10.0,10.0,10.0,10.0
Christmas Tree S.186 No.1 (Psalite).json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Christmas Tree S.186 No.2 (O Holy Night!).json,79.5,79.5,79.5,79.5,0.25,0.25,0.25,5.3,5.3,5.3,5.3
Christmas Tree S.186 No.3 (In dulci jubilo).json,282,282,282,282,0.75,0.75,0.75,6.27,6.27,6.27,6.27
Christmas Tree S.186 No.4 (Adeste Fideles).json,345,345,345,345,0.75,0.75,0.75,7.67,7.67,7.67,7.67
Christmas Tree S.186 No.5 (Scherzoso).json,297,297,297,297,0.75,0.75,0.75,6.6,6.6,6.6,6.6
Christmas Tree S.186 No.6 (Carillon).json,300,300,300,300,0.75,0.75,0.75,6.67,6.67,6.67,6.67
Christmas Tree S.186 No.7 (Slumber Song).json,411,411,411,411,0.75,0.75,0.75,9.13,9.13,9.13,9.13
Christmas Tree S.186 No.8 (Old Provençal Christmas Song).json,262.5,262.5,262.5,262.5,0.75,0.75,0.75,5.83,5.83,5.83,5.83
Christmas Tree S.186 No.9 (Evening Bells).json,279,279,279,279,0.75,0.75,0.75,6.2,6.2,6.2,6.2
Christmas Tree S.186 No.10 (Ehemals).json,273,273,273,273,0.75,0.75,0.75,6.07,6.07,6.07,6.07
Christmas Tree S.186 No.11 (Hungarian).json,324,324,324,324,0.75,0.75,0.75,7.2,7.2,7.2,7.2
Christmas Tree S.186 No.12 (Polish).json,390,390,390,390,0.75,0.75,0.75,8.67,8.67,8.67,8.67
Christmas Zoo (Original).json,125,125,125,125,0.375,0.375,0.375,5.56,5.56,5.56,5.56
Christmas Zoo (Tricky).json,170,170,170,170,0.5,0.5,0.5,5.67,5.67,5.67,5.67
Christmas Zoo.json,125,125,125,125,0.375,0.375,0.375,5.56,5.56,5.56,5.56
chronomia.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Chronostasis.json,98196,98196,98196,98196,0.25,0.5,0.5,6546.4,3273.2,3273.2,4364.27
Chu Ech Con.json,125,125,125,125,0.5,0.25,0.25,4.17,8.33,8.33,6.94
chuan4.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Chucklehuck Woods.json,80,80,80,80,0.25,0.25,0.25,5.33,5.33,5.33,5.33
Church.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Cicha Noc.json,60,60,60,60,0.25,0.25,0.25,4.0,4.0,4.0,4.0
Cielito Lindo.json,48,48,48,48,0.25,0.25,0.25,3.2,3.2,3.2,3.2
Cinq Grimaces pour Le Songe d'une nuit d'ete No.1.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Cinq Grimaces pour Le Songe d'une nuit d'ete No.3.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Cinq Grimaces pour Le Songe d'une nuit d'ete No.4.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Cinq Grimaces pour Le Songe d'une nuit d'ete No.5.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Cipher Syndicate.json,125,125,125,125,0.25,0.25,0.25,8.33,8.33,8.33,8.33
Circle in the Sand.json,174,174,174,174,0.5,0.5,0.5,5.8,5.8,5.8,5.8
Circle of Ghosts.json,160,160,160,160,0.5,0.5,0.5,5.33,5.33,5.33,5.33
Circuit.json,426,426,426,426,0.75,0.75,0.75,9.47,9.47,9.47,9.47
circus galop ez.json,180,180,180,180,0.5,0.5,0.5,6.0,6.0,6.0,6.0
Circus Galop.json,540,540,540,540,0.75,0.75,0.75,12.0,12.0,12.0,12.0
Circus Galop2.json,225.5,225.5,225.5,225.5,0.5,0.5,0.5,7.52,7.52,7.52,7.52
Cirno's Perfect Math Class.json,90,90,90,90,0.25,0.25,0.25,6.0,6.0,6.0,6.0
City Moves By Time (Easy Edition).json,90,90,90,90,0.25,0.25,0.25,6.0,6.0,6.0,6.0
City Moves By Time.json,90,90,90,90,0.125,0.125,0.125,12.0,12.0,12.0,12.0
City of Tears.json,180,180,180,180,0.5,0.5,0.5,6.0,6.0,6.0,6.0
Clair de Lune L.75 No.3.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Clair de lune Op.46 No.2.json,75,75,79,83,0.25,0.25,0.25,5.0,5.27,5.53,5.27
Clair de Lune.json,180,180,188,196,0.5,0.5,0.5,6.0,6.27,6.53,6.27
Clair.json,405,405,405,405,0.75,0.75,0.75,9.0,9.0,9.0,9.0
Clarinet Polka (Another ver).json,115,115,115,115,0.1666666667,0.1666666667,0.1666666667,11.5,11.5,11.5,11.5
Clarinet Polka.json,115,115,115,115,0.25,0.25,0.25,7.67,7.67,7.67,7.67
Clark.json,83,83,83,83,0.5,0.5,0.5,2.77,2.77,2.77,2.77
Clash of the Titans.json,114,114,114,114,0.25,0.25,0.25,7.6,7.6,7.6,7.6
Classic Challenge.json,69,69,69,69,0.5,0.5,0.5,2.3,2.3,2.3,2.3
Classic Iphone Ringtones.json,5,5,5,5,0.25,0.25,0.25,0.33,0.33,0.33,0.33
Classic Mode_ Defeat.json,294,294,294,294,0.75,0.75,0.75,6.53,6.53,6.53,6.53
Classic tile.json,125,125,125,125,0.25,0.25,0.25,8.33,8.33,8.33,8.33
Classic1.json,113,113,113,113,0.5,113,113,3.77,0.02,0.02,1.27
Classic2.json,113,113,113,113,0.5,113,113,3.77,0.02,0.02,1.27
Classic3.json,113,113,113,113,0.5,113,113,3.77,0.02,0.02,1.27
Classic4.json,113,113,113,113,0.5,113,113,3.77,0.02,0.02,1.27
Classic5.json,113,113,113,113,0.5,113,113,3.77,0.02,0.02,1.27
Classic6.json,113,113,113,113,0.5,113,113,3.77,0.02,0.02,1.27
Classic7.json,113,113,113,113,0.5,113,113,3.77,0.02,0.02,1.27
Classic8.json,113,113,113,113,0.5,113,113,3.77,0.02,0.02,1.27
Classic9.json,113,113,113,113,0.5,113,113,3.77,0.02,0.02,1.27
Classic10.json,113,113,113,113,0.5,113,113,3.77,0.02,0.02,1.27
Classic11.json,113,113,113,113,0.5,113,113,3.77,0.02,0.02,1.27
Classic12.json,113,113,113,113,0.5,113,113,3.77,0.02,0.02,1.27
Classic13.json,113,113,113,113,0.5,113,113,3.77,0.02,0.02,1.27
Classical Music Mashup.json,225,225,225,225,0.75,0.75,0.75,5.0,5.0,5.0,5.0
Clattanoia.json,189,189,189,189,0.5,0.5,0.5,6.3,6.3,6.3,6.3
Claw Swamp.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Clear.json,135.5,135.5,135.5,135.5,0.5,0.5,0.5,4.52,4.52,4.52,4.52
Click Clock Wood.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Click Go The Shears.json,140,140,144,148,0.5,0.5,0.5,4.67,4.8,4.93,4.8
Climactic Duel!.json,64,64,64,64,0.25,0.25,0.25,4.27,4.27,4.27,4.27
Climbing in Geometry.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Clocking Rhapsody.json,230,230,230,230,0.5,0.5,0.25,7.67,7.67,15.33,10.22
Clocks.json,120,120,120,120,0.5,0.5,0.5,4.0,4.0,4.0,4.0
clockwork planet.json,141,141,141,141,0.25,0.25,0.25,9.4,9.4,9.4,9.4
Cloister.json,196,196,196,196,0.5,0.5,0.5,6.53,6.53,6.53,6.53
Close Eyes.json,250,250,260,270,0.25,0.25,0.25,16.67,17.33,18.0,17.33
Closer A1M.json,97,97,97,97,0.25,0.25,0.25,6.47,6.47,6.47,6.47
Closer.json,97,97,97,97,0.25,0.25,0.25,6.47,6.47,6.47,6.47
Clothos.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Cloud.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Clouds Chasing The Moon.json,120,120,124,128,0.5,0.5,0.5,4.0,4.13,4.27,4.13
Cloudtop Cruise.json,160,160,160,160,0.25,0.25,0.25,10.67,10.67,10.67,10.67
Clubbed To Death.json,360,360,360,360,0.75,0.75,0.75,8.0,8.0,8.0,8.0
Clubstep.json,210,210,210,210,0.5,0.5,0.5,7.0,7.0,7.0,7.0
Clutterfunk.json,145,145,145,145,0.5,0.5,0.5,4.83,4.83,4.83,4.83
Co Chang Trai Viet Len Cay.json,90,90,90,90,0.5,0.5,0.5,3.0,3.0,3.0,3.0
Cô Gái M52.json,150,150,150,150,0.125,0.125,0.125,20.0,20.0,20.0,20.0
Coastal Breeze.json,110,110,110,110,0.5,0.5,0.5,3.67,3.67,3.67,3.67
Cocomelon Intro Song.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Code Lyoko Theme.json,411,411,411,411,0.75,0.75,0.75,9.13,9.13,9.13,9.13
Cohen's Masterpiece.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Cold Winter.json,66,66,66,66,0.375,0.375,0.375,2.93,2.93,2.93,2.93
Cold.json,30,30,37.5,37.5,0.25,0.25,0.25,2.0,2.5,2.5,2.33
Collage of Colours.json,176.5,176.5,176.5,176.5,0.5,0.5,0.5,5.88,5.88,5.88,5.88
Colonel Bogey March.json,130,130,132,134,0.5,0.5,0.5,4.33,4.4,4.47,4.4
Colorful Moon.json,110,110,110,110,0.25,0.25,0.25,7.33,7.33,7.33,7.33
Colorless Aura.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
colors-1.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Colors.json,136,136,136,136,0.5,0.5,0.5,4.53,4.53,4.53,4.53
Colourful Clouds Chasing The Moon.json,130,130,75,80,0.5,0.25,0.25,4.33,5.0,5.33,4.89
Combo Challenge.json,120,161.25,94,207.42,0.5,0.25,0.5,5.38,6.27,6.91,6.19
Combo Tile From Totentanz.json,783,783,783,783,0.5,0.5,0.5,26.1,26.1,26.1,26.1
Combo tile.json,150,150,150,150,0.5,0.5,0.25,5.0,5.0,10.0,6.67
Combo Tiles Mix No.1.json,115,115,115,115,0.25,0.5,0.5,7.67,3.83,3.83,5.11
Combo Tiles Mix No.2.json,115,115,115,115,0.5,0.25,0.5,3.83,7.67,3.83,5.11
Combo Tiles Mix No.3.json,115,115,115,115,0.5,0.25,0.25,3.83,7.67,7.67,6.39
Combo Tiles Mix No.4.json,100,100,100,100,0.5,0.25,0.25,3.33,6.67,6.67,5.56
Combo Tiles Mix No.5.json,80,80,84,88,0.125,0.25,0.25,10.67,5.6,5.87,7.38
Combo Tiles Mix No.6.json,90,90,95,100,0.5,0.5,0.5,3.0,3.17,3.33,3.17
Combos And Sliders.json,90,90,95,100,0.5,0.5,0.5,3.0,3.17,3.33,3.17
Come Back Home.json,150,150,155,160,0.5,0.5,0.5,5.0,5.17,5.33,5.17
Come Lasses and Lads.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Come Little Children.json,150,150,150,150,0.25,0.25,0.25,10.0,10.0,10.0,10.0
Come On!.json,138,138,138,138,0.25,0.25,0.25,9.2,9.2,9.2,9.2
Competition Results.json,60,60,60,60,0.25,0.25,0.25,4.0,4.0,4.0,4.0
Complete Darkness.json,200.5,200.5,200.5,200.5,0.5,0.5,0.5,6.68,6.68,6.68,6.68
Comptine d'un autre ete BEEPY.json,45,45,45,45,0.25,0.25,0.25,3.0,3.0,3.0,3.0
Comptine d'un autre ete But its 6 TPS.json,45,45,45,45,0.25,0.25,0.25,3.0,3.0,3.0,3.0
Comptine d'un Autre Ete.json,45,45,45,45,0.25,0.25,0.25,3.0,3.0,3.0,3.0
Comptine d’un autre été.json,300,300,300,300,1.5,1.5,1.5,3.33,3.33,3.33,3.33
Con Amore.json,120,120,128,136,0.5,0.5,0.5,4.0,4.27,4.53,4.27
Concealed Ruins.json,324,324,324,324,0.5,0.5,0.5,10.8,10.8,10.8,10.8
Concert Paraphrase on Sommernachtstraum S.410.json,405,405,405,405,0.75,0.75,0.75,9.0,9.0,9.0,9.0
Concert Paraphrase on Turkish March.json,345,345,345,360,0.75,0.75,0.75,7.67,7.67,8.0,7.78
Concerto da Camera Op.10 No.1.json,360,360,360,360,0.75,0.75,0.75,8.0,8.0,8.0,8.0
Concerto da Camera Op.10 No.2.json,390,390,330,396,0.75,0.75,0.75,8.67,7.33,8.8,8.27
Concerto Grosso No.3 in A major.json,105,105,108,111,0.5,0.5,0.5,3.5,3.6,3.7,3.6
Concerto Grosso No.9 in F major.json,120,120,124,128,0.5,0.5,0.5,4.0,4.13,4.27,4.13
Concerto Grosso Op.6 No.9 Allemanda.json,110,110,114,118,0.5,0.5,0.5,3.67,3.8,3.93,3.8
Concerto Grosso Op.6 No.9 IV.Gavotte.json,130,130,134,138,0.5,0.5,0.5,4.33,4.47,4.6,4.47
Concerto Op.61a Mvt.3.json,250,250,254,258,1,1,1,4.17,4.23,4.3,4.23
Concord (Lilly's Theme).json,80,80,80,80,0.25,0.25,0.25,5.33,5.33,5.33,5.33
Concrete Halls.json,62,62,62,62,0.25,0.25,0.25,4.13,4.13,4.13,4.13
Concvssion.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Conferring With The Moon.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Congratulations.json,136,136,136,136,0.5,0.5,0.5,4.53,4.53,4.53,4.53
Conquest of Paradise.json,148,148,148,148,0.5,0.5,0.5,4.93,4.93,4.93,4.93
Consolation No.1.json,85,85,87,89,0.25,0.25,0.25,5.67,5.8,5.93,5.8
Consolation No.2.json,90,90,90,90,0.25,0.25,0.25,6.0,6.0,6.0,6.0
Consolation No.3.json,90,90,90,90,0.25,0.25,0.25,6.0,6.0,6.0,6.0
Consolation No.4.json,115,115,115,115,0.25,0.25,0.25,7.67,7.67,7.67,7.67
Consolation No.5.json,300,300,301,302,0.25,0.25,0.25,20.0,20.07,20.13,20.07
Consolation No.6.json,300,300,300,300,0.25,0.25,0.25,20.0,20.0,20.0,20.0
Consolation S.172 No.1.json,38,38,38,38,0.25,0.25,0.25,2.53,2.53,2.53,2.53
Consolation S.172 No.2.json,420,420,420,420,0.75,0.75,0.75,9.33,9.33,9.33,9.33
Consolation S.172 No.3.json,222,222,222,222,0.75,0.75,0.75,4.93,4.93,4.93,4.93
Consolation S.172 No.4.json,180,180,180,180,0.75,0.75,0.75,4.0,4.0,4.0,4.0
Consolation S.172 No.5.json,270,270,270,270,0.75,0.75,0.75,6.0,6.0,6.0,6.0
Consolation S.172 No.6.json,255,255,255,255,0.75,0.75,0.75,5.67,5.67,5.67,5.67
Constiff3251 Challenge Songs In One.json,150,150,150,106.5,0.5,0.25,0.25,5.0,10.0,7.1,7.37
Construction Site.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Continue.json,460.04999999999995,460.04999999999995,469.95000000000005,469.95000000000005,1.5,1.5,1.5,5.11,5.22,5.22,5.18
Contredanse in G-flat major B.17.json,111,111,111,111,0.25,0.25,0.25,7.4,7.4,7.4,7.4
Coppelia-Waltz.json,150,150,158,166,0.5,0.5,0.5,5.0,5.27,5.53,5.27
COPYCAT.json,127,127,127,127,0.5,0.5,0.5,4.23,4.23,4.23,4.23
Core.json,170,170,170,170,0.5,0.5,0.5,5.67,5.67,5.67,5.67
Coriolan Overture Op.62.json,472.5,472.5,472.5,472.5,0.75,0.75,0.75,10.5,10.5,10.5,10.5
Cornered.json,432,432,432,432,0.75,0.75,0.75,9.6,9.6,9.6,9.6
Coronation Day.json,30,30,30,30,0.25,0.25,0.25,2.0,2.0,2.0,2.0
Coronavirus Etude.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Cortex Castle.json,183,183,183,183,0.5,0.5,0.5,6.1,6.1,6.1,6.1
Cosmic Dreamer.json,522,522,526.5,531,0.75,0.75,0.75,11.6,11.7,11.8,11.7
Country Dances.json,180,180,188,196,0.5,0.5,0.5,6.0,6.27,6.53,6.27
Countryside Valse (Dieu Valse Que Huong).json,85,85,87,89,0.25,0.25,0.25,5.67,5.8,5.93,5.8
Courante HWV 440.json,140,140,148,156,0.5,0.5,0.5,4.67,4.93,5.2,4.93
Cow herding hmm.json,123,123,123,123,0.25,0.25,0.25,8.2,8.2,8.2,8.2
Crab Rave.json,62,62,62,62,0.25,0.25,0.25,4.13,4.13,4.13,4.13
Craggy Coast.json,486,486,486,486,0.75,0.75,0.75,10.8,10.8,10.8,10.8
Cranial Burst girl.json,144,144,144,144,0.25,0.25,0.25,9.6,9.6,9.6,9.6
Crash 1 - Map Theme.json,150,150,150,150,0.5,0.5,0.5,5.0,5.0,5.0,5.0
Crash 2 - Theme.json,157,157,157,157,0.5,0.5,0.5,5.23,5.23,5.23,5.23
Crash 2 - Warp Room.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Crash 3 - Bonus Theme.json,130,130,130,130,0.5,0.5,0.5,4.33,4.33,4.33,4.33
Crash 3 - Egyptian Death Route.json,153,153,153,153,0.5,0.5,0.5,5.1,5.1,5.1,5.1
Crash 3 - Theme.json,201,201,201,201,0.5,0.5,0.5,6.7,6.7,6.7,6.7
Crash 3 - Warp Room.json,140,140,140,140,0.5,0.5,0.5,4.67,4.67,4.67,4.67
Crash Bash - Warp Room.json,120,120,120,120,0.5,0.5,0.5,4.0,4.0,4.0,4.0
Crash Dash (Bonus).json,146,146,146,146,0.5,0.5,0.5,4.87,4.87,4.87,4.87
Crash Dash.json,160,160,160,160,0.5,0.5,0.5,5.33,5.33,5.33,5.33
Crash Team Racing - Theme.json,150,150,150,150,0.5,0.5,0.5,5.0,5.0,5.0,5.0
Crash Twinsanity - Theme.json,120,120,120,120,0.5,0.5,0.5,4.0,4.0,4.0,4.0
Craving for the Spring Wind.json,100,100,106,112,0.5,0.5,0.5,3.33,3.53,3.73,3.53
Crazy Calypso.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Crazy Death Waltz.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Crazy Etude 10-4.json,90,90,90,90,0.25,0.25,0.25,6.0,6.0,6.0,6.0
Crazy Fantaisies.json,110,110,110,110,0.25,0.25,0.25,7.33,7.33,7.33,7.33
Crazy Fantasie-Impromptu.json,120,120,120,120,0.4,0.4,0.4,5.0,5.0,5.0,5.0
Crazy Frog.json,98,98,98,98,0.25,0.25,0.25,6.53,6.53,6.53,6.53
Crazy Golden Snake No.2.json,230,230,238,246,0.75,0.75,0.75,5.11,5.29,5.47,5.29
Crazy Moonlight 3.json,110,110,110,110,0.25,0.25,0.25,7.33,7.33,7.33,7.33
Crazy Noisy Bizarre Town.json,272.5,272.5,272.5,272.5,0.5,0.5,0.5,9.08,9.08,9.08,9.08
Crazy Over You (404 Update).json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Crazy Over You (PianoLiszt Ver.).json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Crazy Over You.json,73,73,73,73,0.25,0.25,0.25,4.87,4.87,4.87,4.87
Crazy pharaoh (combo tiles Ver.).json,170,170,178,186,0.5,0.5,0.5,5.67,5.93,6.2,5.93
Crazy Pharaoh but it's craziest.json,179.7,179.7,179.7,179.7,0.5,0.5,0.5,5.99,5.99,5.99,5.99
Crazy Pharaoh but it's even crazier.json,170,170,178,186,0.5,0.5,0.5,5.67,5.93,6.2,5.93
Crazy pharaoh.json,360,360,360,360,1,1,1,6.0,6.0,6.0,6.0
Crazy Prelude.json,19950619,19950619,19950619,19950619,0.5,0.5,0.5,665020.63,665020.63,665020.63,665020.63
Crazy Racing Kartrider.json,140,140,140,140,0.25,0.25,0.25,9.33,9.33,9.33,9.33
Crazy Rolling In Money (Money Machine).json,238.5,238.5,238.5,238.5,0.375,0.375,0.375,10.6,10.6,10.6,10.6
Crazy Sexy Cool.json,95,95,98,101,0.5,0.5,0.5,3.17,3.27,3.37,3.27
CRBlack.json,107,107,107,107,0.25,0.25,0.25,7.13,7.13,7.13,7.13
Creative Exercise.json,66,66,66,66,0.25,0.25,0.25,4.4,4.4,4.4,4.4
Credits Part 2.json,435,435,435,435,0.75,0.75,0.75,9.67,9.67,9.67,9.67
Credits-1.json,140,140,140,140,0.25,0.25,0.25,9.33,9.33,9.33,9.33
Credits-2.json,140,140,140,120,0.5,0.5,0.5,4.67,4.67,4.0,4.45
Credits.json,112,112,112,112,0.25,0.25,0.25,7.47,7.47,7.47,7.47
Creig Of Creek Opening.json,120,120,120,120,0.5,0.5,0.5,4.0,4.0,4.0,4.0
crescendo.json,136,136,136,136,0.25,0.25,0.25,9.07,9.07,9.07,9.07
Criminal.json,165,165,165,165,0.375,0.375,0.375,7.33,7.33,7.33,7.33
Croatian Rhapsody MT.json,200,200,200,200,0.5,0.5,0.5,6.67,6.67,6.67,6.67
Croatian Rhapsody.json,96,96,96,96,0.25,0.25,0.25,6.4,6.4,6.4,6.4
Crossing Field.json,179,179,179,179,0.5,0.5,0.5,5.97,5.97,5.97,5.97
crosssoul.json,200,200,200,200,0.25,0.25,0.25,13.33,13.33,13.33,13.33
crosssoul1.json,200,200,200,200,0.5,0.5,0.5,6.67,6.67,6.67,6.67
Cruel.json,147,147,147,147,0.25,0.25,0.25,9.8,9.8,9.8,9.8
Cry For Me.json,120,145,147.5,150,0.25,0.25,0.25,9.67,9.83,10.0,9.83
Cry Thunder.json,150,150,150,150,0.375,0.375,0.375,6.67,6.67,6.67,6.67
Crying Out.json,70,70,74,77,0.25,0.25,0.25,4.67,4.93,5.13,4.91
Cryptic Sorrow.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Crystal Bells.json,93,93,93,93,0.5,0.5,0.5,3.1,3.1,3.1,3.1
Crystal Blue Rose.json,96,96,96,96,0.25,0.25,0.25,6.4,6.4,6.4,6.4
Crystal Cave.json,270,270,270,270,0.375,0.375,0.375,12.0,12.0,12.0,12.0
Crystal Caves Race.json,210,210,210,210,0.5,0.5,0.5,7.0,7.0,7.0,7.0
Crystal Crossing.json,288,288,288,288,0.75,0.75,0.75,6.4,6.4,6.4,6.4
Crystal Overture.json,80,80,80,80,0.25,0.25,0.25,5.33,5.33,5.33,5.33
Crystal Snow.json,330,330,330,330,0.75,0.75,0.75,7.33,7.33,7.33,7.33
Crystallized Silver.json,153,153,153,153,0.5,0.5,0.5,5.1,5.1,5.1,5.1
Csardas (Another Ver.).json,144,144,144,144,0.25,0.25,0.25,9.6,9.6,9.6,9.6
Csardas (Combo Tiles ver.).json,83,83,83,83,0.25,0.25,0.25,5.53,5.53,5.53,5.53
Csardas (Czardas) SOUTH.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Csardas (Czardas).json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Csardas (Full Version).json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Csardas at Master Challenge.json,83,83,78,78,0.25,0.25,0.25,5.53,5.2,5.2,5.31
Csardas Macabre (from UMod 1.3).json,86,86,86,86,0.25,0.25,0.25,5.73,5.73,5.73,5.73
Csardas Macabre BEEPY.json,86,86,86,86,0.25,0.25,0.25,5.73,5.73,5.73,5.73
Csardas Macabre but hard af.json,86,86,86,86,0.25,0.25,0.25,5.73,5.73,5.73,5.73
Csárdás macabre S.224.json,104,104,104,126,0.25,0.25,0.25,6.93,6.93,8.4,7.42
Csardas Macabre.json,86,86,86,86,0.25,0.25,0.25,5.73,5.73,5.73,5.73
Csardas Macabrè.json,229.5,229.5,229.5,229.5,0.375,0.375,0.375,10.2,10.2,10.2,10.2
Csárdás obstiné S.225 No.2.json,345,345,345,345,0.75,0.75,0.75,7.67,7.67,7.67,7.67
Csardas Obstine.json,200,200,200,200,0.5,0.5,0.5,6.67,6.67,6.67,6.67
Csárdás S.225 No.1.json,285,285,285,285,0.75,0.75,0.75,6.33,6.33,6.33,6.33
Csardas-Adapted.json,83,83,78,78,0.25,0.25,0.25,5.53,5.2,5.2,5.31
Csardas.json,83,83,78,78,0.25,0.25,0.25,5.53,5.2,5.2,5.31
Csardas1.json,83,83,78,78,0.125,0.125,0.125,11.07,10.4,10.4,10.62
Csikos Post 2.0.0.11.json,180,180,180,180,0.5,0.5,0.5,6.0,6.0,6.0,6.0
Csikos Post.json,180,180,180,180,0.5,0.5,0.5,6.0,6.0,6.0,6.0
csphi.json,120,120,120,120,0.25,0.25,0.25,8.0,8.0,8.0,8.0
Cthugha.json,213,213,213,213,0.5,0.5,0.5,7.1,7.1,7.1,7.1
Cuc Xi Lau Um Be Lap.json,123,123,123,123,0.5,0.25,0.25,4.1,8.2,8.2,6.83
Cuckoo Waltz.json,230,230,238,246,1,1,1,3.83,3.97,4.1,3.97
Curse of the Dead Ships.json,240,240,240,240,0.5,0.5,0.5,8.0,8.0,8.0,8.0
Custom Song Mix No.1.json,90,90,90,90,0.5,0.25,0.25,3.0,6.0,6.0,5.0
Cut My Lip.json,112.5,112.5,112.5,112.5,0.5,0.5,0.5,3.75,3.75,3.75,3.75
