,TID,English,Arabic,Chinese Simplified,Chinese Traditional,Dutch,Filipino,Finnish,French,German,Hindi,Indonesian,Italian,Korean,Japanese,Malay,Norwegian,Polish,Portuguese,Portuguese Brazil,Russian,Spanish,Swedish,Thai,Turkish (old),Turkish,Vietnamese
4933,Etude Op.63 No.50 (Calmato),Etude Op.63 No.50 (Calmato),,,,,,,,,,,,,,,,,,,,,,,,,
4934,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4935,Etude Op.63 No.51 (Arioso),Etude Op.63 No.51 (Arioso),,,,,,,,,,,,,,,,,,,,,,,,,
4936,6.4 TPS (6.4 / 6.4 / 6.4),6.4 TPS (6.4 / 6.4 / 6.4),,,,,,,,,,,,,,,,,,,,,,,,,
4937,Etude Op.63 No.52 (Tarentelle),Etude Op.63 No.52 (Tarentelle),,,,,,,,,,,,,,,,,,,,,,,,,
4938,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4939,Etude Op.63 No.53,Etude Op.63 No.53,,,,,,,,,,,,,,,,,,,,,,,,,
4940,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4941,Etude Op.63 No.54 (Preludio),Etude Op.63 No.54 (Preludio),,,,,,,,,,,,,,,,,,,,,,,,,
4942,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4943,Etude Op.63 No.55 (Fuga),Etude Op.63 No.55 (Fuga),,,,,,,,,,,,,,,,,,,,,,,,,
4944,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4945,Etude Op.63 No.56,Etude Op.63 No.56,,,,,,,,,,,,,,,,,,,,,,,,,
4946,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4947,Etude Op.63 No.57,Etude Op.63 No.57,,,,,,,,,,,,,,,,,,,,,,,,,
4948,6.4 TPS (6.4 / 6.4 / 6.4),6.4 TPS (6.4 / 6.4 / 6.4),,,,,,,,,,,,,,,,,,,,,,,,,
4949,Etude Op.63 No.58,Etude Op.63 No.58,,,,,,,,,,,,,,,,,,,,,,,,,
4950,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4951,Etude Op.63 No.59 (Elegia),Etude Op.63 No.59 (Elegia),,,,,,,,,,,,,,,,,,,,,,,,,
4952,0.02 TPS (0.02 / 0.02 / 0.02),0.02 TPS (0.02 / 0.02 / 0.02),,,,,,,,,,,,,,,,,,,,,,,,,
4953,Etude Op.63 No.60,Etude Op.63 No.60,,,,,,,,,,,,,,,,,,,,,,,,,
4954,0.03 TPS (0.03 / 0.03 / 0.03),0.03 TPS (0.03 / 0.03 / 0.03),,,,,,,,,,,,,,,,,,,,,,,,,
4955,Etude op.740 n.3,Etude op.740 n.3,,,,,,,,,,,,,,,,,,,,,,,,,
4956,4.0 TPS (4.0 / 4.0 / 4.0),4.0 TPS (4.0 / 4.0 / 4.0),,,,,,,,,,,,,,,,,,,,,,,,,
4957,Etude op.740 n.9,Etude op.740 n.9,,,,,,,,,,,,,,,,,,,,,,,,,
4958,4.0 TPS (4.0 / 4.0 / 4.0),4.0 TPS (4.0 / 4.0 / 4.0),,,,,,,,,,,,,,,,,,,,,,,,,
4959,Etude op.740 n.26,Etude op.740 n.26,,,,,,,,,,,,,,,,,,,,,,,,,
4960,4.0 TPS (4.0 / 4.0 / 4.0),4.0 TPS (4.0 / 4.0 / 4.0),,,,,,,,,,,,,,,,,,,,,,,,,
4961,Etude Op.76 No.1 A1M,Etude Op.76 No.1 A1M,,,,,,,,,,,,,,,,,,,,,,,,,
4962,9.53 TPS (9.53 / 9.53 / 9.53),9.53 TPS (9.53 / 9.53 / 9.53),,,,,,,,,,,,,,,,,,,,,,,,,
4963,Etude Op.76 No.1,Etude Op.76 No.1,,,,,,,,,,,,,,,,,,,,,,,,,
4964,11.2 TPS (11.2 / 11.2 / 11.2),11.2 TPS (11.2 / 11.2 / 11.2),,,,,,,,,,,,,,,,,,,,,,,,,
4965,Etude Op.76 No.2 BEEPY,Etude Op.76 No.2 BEEPY,,,,,,,,,,,,,,,,,,,,,,,,,
4966,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
4967,Etude Op.76 No.2,Etude Op.76 No.2,,,,,,,,,,,,,,,,,,,,,,,,,
4968,9.3 TPS (9.3 / 9.3 / 9.3),9.3 TPS (9.3 / 9.3 / 9.3),,,,,,,,,,,,,,,,,,,,,,,,,
4969,Etude Op.76 No.3,Etude Op.76 No.3,,,,,,,,,,,,,,,,,,,,,,,,,
4970,665020.63 TPS (665020.63 / 665020.63 / 665020.63),665020.63 TPS (665020.63 / 665020.63 / 665020.63),,,,,,,,,,,,,,,,,,,,,,,,,
4971,Etude Op.84 No.1,Etude Op.84 No.1,,,,,,,,,,,,,,,,,,,,,,,,,
4972,3.67 TPS (3.67 / 3.67 / 3.67),3.67 TPS (3.67 / 3.67 / 3.67),,,,,,,,,,,,,,,,,,,,,,,,,
4973,Etude Op.98 (Gottermorgenstorm),Etude Op.98 (Gottermorgenstorm),,,,,,,,,,,,,,,,,,,,,,,,,
4974,5.0 TPS (5.0 / 5.0 / 5.0),5.0 TPS (5.0 / 5.0 / 5.0),,,,,,,,,,,,,,,,,,,,,,,,,
4975,Etude Op.299 No.6,Etude Op.299 No.6,,,,,,,,,,,,,,,,,,,,,,,,,
4976,6.27 TPS (6.0 / 6.27 / 6.53),6.27 TPS (6.0 / 6.27 / 6.53),,,,,,,,,,,,,,,,,,,,,,,,,
4977,Etude Op.299 No.40,Etude Op.299 No.40,,,,,,,,,,,,,,,,,,,,,,,,,
4978,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
4979,Etude Op.337 No.1,Etude Op.337 No.1,,,,,,,,,,,,,,,,,,,,,,,,,
4980,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
4981,Etude Op.337 No.2,Etude Op.337 No.2,,,,,,,,,,,,,,,,,,,,,,,,,
4982,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
4983,Etude Op.337 No.3,Etude Op.337 No.3,,,,,,,,,,,,,,,,,,,,,,,,,
4984,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
4985,Etude Op.337 No.4,Etude Op.337 No.4,,,,,,,,,,,,,,,,,,,,,,,,,
4986,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
4987,Etude Op.337 No.5,Etude Op.337 No.5,,,,,,,,,,,,,,,,,,,,,,,,,
4988,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
4989,Etude Op.337 No.6,Etude Op.337 No.6,,,,,,,,,,,,,,,,,,,,,,,,,
4990,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
4991,Etude Op.337 No.7,Etude Op.337 No.7,,,,,,,,,,,,,,,,,,,,,,,,,
4992,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
4993,Etude Op.337 No.8,Etude Op.337 No.8,,,,,,,,,,,,,,,,,,,,,,,,,
4994,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
4995,Etude Op.337 No.9,Etude Op.337 No.9,,,,,,,,,,,,,,,,,,,,,,,,,
4996,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
4997,Etude Op.337 No.10,Etude Op.337 No.10,,,,,,,,,,,,,,,,,,,,,,,,,
4998,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
4999,Etude Op.337 No.11,Etude Op.337 No.11,,,,,,,,,,,,,,,,,,,,,,,,,
5000,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
5001,Etude Op.337 No.12,Etude Op.337 No.12,,,,,,,,,,,,,,,,,,,,,,,,,
5002,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
5003,Etude Op.337 No.13,Etude Op.337 No.13,,,,,,,,,,,,,,,,,,,,,,,,,
5004,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
5005,Etude Op.337 No.14,Etude Op.337 No.14,,,,,,,,,,,,,,,,,,,,,,,,,
5006,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
5007,Etude Op.337 No.15,Etude Op.337 No.15,,,,,,,,,,,,,,,,,,,,,,,,,
5008,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
5009,Etude Op.365 No.32,Etude Op.365 No.32,,,,,,,,,,,,,,,,,,,,,,,,,
5010,4.67 TPS (4.67 / 4.67 / 4.67),4.67 TPS (4.67 / 4.67 / 4.67),,,,,,,,,,,,,,,,,,,,,,,,,
5011,Etude Op.404,Etude Op.404,,,,,,,,,,,,,,,,,,,,,,,,,
5012,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
5013,Etude Op.599 No.19,Etude Op.599 No.19,,,,,,,,,,,,,,,,,,,,,,,,,
5014,4.0 TPS (4.0 / 4.0 / 4.0),4.0 TPS (4.0 / 4.0 / 4.0),,,,,,,,,,,,,,,,,,,,,,,,,
5015,Etude Op.599 No.55,Etude Op.599 No.55,,,,,,,,,,,,,,,,,,,,,,,,,
5016,6.27 TPS (6.0 / 6.27 / 6.53),6.27 TPS (6.0 / 6.27 / 6.53),,,,,,,,,,,,,,,,,,,,,,,,,
5017,Etude Op.599 No.89,Etude Op.599 No.89,,,,,,,,,,,,,,,,,,,,,,,,,
5018,4.8 TPS (4.8 / 4.8 / 4.8),4.8 TPS (4.8 / 4.8 / 4.8),,,,,,,,,,,,,,,,,,,,,,,,,
5019,Etude Op.740 No.1,Etude Op.740 No.1,,,,,,,,,,,,,,,,,,,,,,,,,
5020,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
5021,Etude Op.740 No.2,Etude Op.740 No.2,,,,,,,,,,,,,,,,,,,,,,,,,
5022,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
5023,Etude Op.740 No.3,Etude Op.740 No.3,,,,,,,,,,,,,,,,,,,,,,,,,
5024,10.27 TPS (10.27 / 10.27 / 10.27),10.27 TPS (10.27 / 10.27 / 10.27),,,,,,,,,,,,,,,,,,,,,,,,,
5025,Etude Op.740 No.4,Etude Op.740 No.4,,,,,,,,,,,,,,,,,,,,,,,,,
5026,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
5027,Etude Op.740 No.5,Etude Op.740 No.5,,,,,,,,,,,,,,,,,,,,,,,,,
5028,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
5029,Etude Op.740 No.6,Etude Op.740 No.6,,,,,,,,,,,,,,,,,,,,,,,,,
5030,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
5031,Etude Op.740 No.7,Etude Op.740 No.7,,,,,,,,,,,,,,,,,,,,,,,,,
5032,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
5033,Etude Op.740 No.8,Etude Op.740 No.8,,,,,,,,,,,,,,,,,,,,,,,,,
5034,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
5035,Etude Op.740 No.9,Etude Op.740 No.9,,,,,,,,,,,,,,,,,,,,,,,,,
5036,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
5037,Etude Op.740 No.10 (Moonblack Ver),Etude Op.740 No.10 (Moonblack Ver),,,,,,,,,,,,,,,,,,,,,,,,,
5038,8.4 TPS (8.4 / 8.4 / 8.4),8.4 TPS (8.4 / 8.4 / 8.4),,,,,,,,,,,,,,,,,,,,,,,,,
5039,Etude Op.740 No.10,Etude Op.740 No.10,,,,,,,,,,,,,,,,,,,,,,,,,
5040,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
5041,Etude Op.740 No.11,Etude Op.740 No.11,,,,,,,,,,,,,,,,,,,,,,,,,
5042,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
5043,Etude Op.740 No.12,Etude Op.740 No.12,,,,,,,,,,,,,,,,,,,,,,,,,
5044,10.1 TPS (10.1 / 10.1 / 10.1),10.1 TPS (10.1 / 10.1 / 10.1),,,,,,,,,,,,,,,,,,,,,,,,,
5045,Etude Op.740 No.13,Etude Op.740 No.13,,,,,,,,,,,,,,,,,,,,,,,,,
5046,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
5047,Etude Op.740 No.14,Etude Op.740 No.14,,,,,,,,,,,,,,,,,,,,,,,,,
5048,10.93 TPS (10.67 / 10.93 / 11.2),10.93 TPS (10.67 / 10.93 / 11.2),,,,,,,,,,,,,,,,,,,,,,,,,
5049,Etude Op.740 No.15,Etude Op.740 No.15,,,,,,,,,,,,,,,,,,,,,,,,,
5050,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
5051,Etude Op.740 No.16,Etude Op.740 No.16,,,,,,,,,,,,,,,,,,,,,,,,,
5052,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
5053,Etude Op.740 No.17,Etude Op.740 No.17,,,,,,,,,,,,,,,,,,,,,,,,,
5054,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
5055,Etude Op.740 No.18,Etude Op.740 No.18,,,,,,,,,,,,,,,,,,,,,,,,,
5056,5.07 TPS (5.0 / 5.07 / 5.13),5.07 TPS (5.0 / 5.07 / 5.13),,,,,,,,,,,,,,,,,,,,,,,,,
5057,Etude Op.740 No.19,Etude Op.740 No.19,,,,,,,,,,,,,,,,,,,,,,,,,
5058,16.27 TPS (16.0 / 16.27 / 16.53),16.27 TPS (16.0 / 16.27 / 16.53),,,,,,,,,,,,,,,,,,,,,,,,,
5059,Etude Op.740 No.20,Etude Op.740 No.20,,,,,,,,,,,,,,,,,,,,,,,,,
5060,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
5061,Etude Op.740 No.21,Etude Op.740 No.21,,,,,,,,,,,,,,,,,,,,,,,,,
5062,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
5063,Etude Op.740 No.22,Etude Op.740 No.22,,,,,,,,,,,,,,,,,,,,,,,,,
5064,9.6 TPS (9.6 / 9.6 / 9.6),9.6 TPS (9.6 / 9.6 / 9.6),,,,,,,,,,,,,,,,,,,,,,,,,
5065,Etude Op.740 No.26 (AleGames Ver.),Etude Op.740 No.26 (AleGames Ver.),,,,,,,,,,,,,,,,,,,,,,,,,
5066,4.0 TPS (4.0 / 4.0 / 4.0),4.0 TPS (4.0 / 4.0 / 4.0),,,,,,,,,,,,,,,,,,,,,,,,,
5067,Etude Op.740 No.26 (Moonblack Ver),Etude Op.740 No.26 (Moonblack Ver),,,,,,,,,,,,,,,,,,,,,,,,,
5068,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
5069,Etude Op.740 No.26,Etude Op.740 No.26,,,,,,,,,,,,,,,,,,,,,,,,,
5070,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
5071,Etude Op.740 No.27,Etude Op.740 No.27,,,,,,,,,,,,,,,,,,,,,,,,,
5072,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
5073,Etude Op.740 No.31,Etude Op.740 No.31,,,,,,,,,,,,,,,,,,,,,,,,,
5074,6.27 TPS (6.0 / 6.27 / 6.53),6.27 TPS (6.0 / 6.27 / 6.53),,,,,,,,,,,,,,,,,,,,,,,,,
5075,Etude Op.740 No.32,Etude Op.740 No.32,,,,,,,,,,,,,,,,,,,,,,,,,
5076,6.93 TPS (6.93 / 6.93 / 6.93),6.93 TPS (6.93 / 6.93 / 6.93),,,,,,,,,,,,,,,,,,,,,,,,,
5077,Etude Op.740 No.37,Etude Op.740 No.37,,,,,,,,,,,,,,,,,,,,,,,,,
5078,9.7 TPS (9.7 / 9.7 / 9.7),9.7 TPS (9.7 / 9.7 / 9.7),,,,,,,,,,,,,,,,,,,,,,,,,
5079,Etude Op.740 No.40,Etude Op.740 No.40,,,,,,,,,,,,,,,,,,,,,,,,,
5080,6.67 TPS (6.67 / 6.67 / 6.67),6.67 TPS (6.67 / 6.67 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
5081,Etude Op.740 No.41 (Moonblack Ver),Etude Op.740 No.41 (Moonblack Ver),,,,,,,,,,,,,,,,,,,,,,,,,
5082,10.0 TPS (10.0 / 10.0 / 10.0),10.0 TPS (10.0 / 10.0 / 10.0),,,,,,,,,,,,,,,,,,,,,,,,,
5083,Etude Op.740 No.41,Etude Op.740 No.41,,,,,,,,,,,,,,,,,,,,,,,,,
5084,9.2 TPS (9.2 / 9.2 / 9.2),9.2 TPS (9.2 / 9.2 / 9.2),,,,,,,,,,,,,,,,,,,,,,,,,
5085,Etude Op.740 No.42,Etude Op.740 No.42,,,,,,,,,,,,,,,,,,,,,,,,,
5086,7.6 TPS (7.33 / 7.6 / 7.87),7.6 TPS (7.33 / 7.6 / 7.87),,,,,,,,,,,,,,,,,,,,,,,,,
5087,Etude Op.740 No.44 (Secret),Etude Op.740 No.44 (Secret),,,,,,,,,,,,,,,,,,,,,,,,,
5088,5.33 TPS (5.33 / 5.33 / 5.33),5.33 TPS (5.33 / 5.33 / 5.33),,,,,,,,,,,,,,,,,,,,,,,,,
5089,Etude Op.740 No.44,Etude Op.740 No.44,,,,,,,,,,,,,,,,,,,,,,,,,
5090,10.0 TPS (10.0 / 10.0 / 10.0),10.0 TPS (10.0 / 10.0 / 10.0),,,,,,,,,,,,,,,,,,,,,,,,,
5091,Etude Op.740 No.49,Etude Op.740 No.49,,,,,,,,,,,,,,,,,,,,,,,,,
5092,9.44 TPS (10.33 / 9.0 / 9.0),9.44 TPS (10.33 / 9.0 / 9.0),,,,,,,,,,,,,,,,,,,,,,,,,
5093,Etude Op.740 No.50 BEEPY,Etude Op.740 No.50 BEEPY,,,,,,,,,,,,,,,,,,,,,,,,,
5094,5.6 TPS (5.6 / 5.6 / 5.6),5.6 TPS (5.6 / 5.6 / 5.6),,,,,,,,,,,,,,,,,,,,,,,,,
5095,Etude Op.740 No.50,Etude Op.740 No.50,,,,,,,,,,,,,,,,,,,,,,,,,
5096,5.6 TPS (5.6 / 5.6 / 5.6),5.6 TPS (5.6 / 5.6 / 5.6),,,,,,,,,,,,,,,,,,,,,,,,,
5097,Etude Op.849 No.6,Etude Op.849 No.6,,,,,,,,,,,,,,,,,,,,,,,,,
5098,7.6 TPS (7.33 / 7.6 / 7.87),7.6 TPS (7.33 / 7.6 / 7.87),,,,,,,,,,,,,,,,,,,,,,,,,
5099,Etude Op.849 No.16,Etude Op.849 No.16,,,,,,,,,,,,,,,,,,,,,,,,,
5100,6.67 TPS (6.67 / 6.67 / 6.67),6.67 TPS (6.67 / 6.67 / 6.67),,,,,,,,,,,,,,,,,,,,,,,,,
5101,Etude Op.849 No.21,Etude Op.849 No.21,,,,,,,,,,,,,,,,,,,,,,,,,
5102,15.73 TPS (15.2 / 15.73 / 16.27),15.73 TPS (15.2 / 15.73 / 16.27),,,,,,,,,,,,,,,,,,,,,,,,,
5103,Etude Op.849 No.26,Etude Op.849 No.26,,,,,,,,,,,,,,,,,,,,,,,,,
5104,9.23 TPS (9.23 / 9.23 / 9.23),9.23 TPS (9.23 / 9.23 / 9.23),,,,,,,,,,,,,,,,,,,,,,,,,
5105,Etude Quasi Chopin,Etude Quasi Chopin,,,,,,,,,,,,,,,,,,,,,,,,,
5106,6.29 TPS (5.67 / 6.6 / 6.6),6.29 TPS (5.67 / 6.6 / 6.6),,,,,,,,,,,,,,,,,,,,,,,,,
5107,Etude S.136 No.1,Etude S.136 No.1,,,,,,,,,,,,,,,,,,,,,,,,,
5108,8.67 TPS (8.67 / 8.67 / 8.67),8.67 TPS (8.67 / 8.67 / 8.67),,,,,,,,,,,,,,,,,,,,,,,,,
5109,Etude S.136 No.2,Etude S.136 No.2,,,,,,,,,,,,,,,,,,,,,,,,,
5110,10.0 TPS (10.0 / 10.0 / 10.0),10.0 TPS (10.0 / 10.0 / 10.0),,,,,,,,,,,,,,,,,,,,,,,,,
5111,Etude S.136 No.3,Etude S.136 No.3,,,,,,,,,,,,,,,,,,,,,,,,,
5112,10.67 TPS (10.67 / 10.67 / 10.67),10.67 TPS (10.67 / 10.67 / 10.67),,,,,,,,,,,,,,,,,,,,,,,,,
5113,Etude S.136 No.4,Etude S.136 No.4,,,,,,,,,,,,,,,,,,,,,,,,,
5114,6.6 TPS (6.6 / 6.6 / 6.6),6.6 TPS (6.6 / 6.6 / 6.6),,,,,,,,,,,,,,,,,,,,,,,,,
5115,Etude S.136 No.5,Etude S.136 No.5,,,,,,,,,,,,,,,,,,,,,,,,,
5116,8.8 TPS (8.8 / 8.8 / 8.8),8.8 TPS (8.8 / 8.8 / 8.8),,,,,,,,,,,,,,,,,,,,,,,,,
5117,Etude S.136 No.6,Etude S.136 No.6,,,,,,,,,,,,,,,,,,,,,,,,,
5118,9.2 TPS (9.2 / 9.2 / 9.2),9.2 TPS (9.2 / 9.2 / 9.2),,,,,,,,,,,,,,,,,,,,,,,,,
5119,Etude S.136 No.7,Etude S.136 No.7,,,,,,,,,,,,,,,,,,,,,,,,,
5120,6.4 TPS (6.4 / 6.4 / 6.4),6.4 TPS (6.4 / 6.4 / 6.4),,,,,,,,,,,,,,,,,,,,,,,,,
5121,Etude S.136 No.8,Etude S.136 No.8,,,,,,,,,,,,,,,,,,,,,,,,,
5122,8.8 TPS (8.8 / 8.8 / 8.8),8.8 TPS (8.8 / 8.8 / 8.8),,,,,,,,,,,,,,,,,,,,,,,,,
5123,Etude S.136 No.9,Etude S.136 No.9,,,,,,,,,,,,,,,,,,,,,,,,,
5124,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
5125,Etude S.136 No.10,Etude S.136 No.10,,,,,,,,,,,,,,,,,,,,,,,,,
5126,9.6 TPS (9.6 / 9.6 / 9.6),9.6 TPS (9.6 / 9.6 / 9.6),,,,,,,,,,,,,,,,,,,,,,,,,
5127,Etude S.136 No.11,Etude S.136 No.11,,,,,,,,,,,,,,,,,,,,,,,,,
5128,6.13 TPS (6.13 / 6.13 / 6.13),6.13 TPS (6.13 / 6.13 / 6.13),,,,,,,,,,,,,,,,,,,,,,,,,
5129,Etude S.136 No.12,Etude S.136 No.12,,,,,,,,,,,,,,,,,,,,,,,,,
5130,9.2 TPS (9.2 / 9.2 / 9.2),9.2 TPS (9.2 / 9.2 / 9.2),,,,,,,,,,,,,,,,,,,,,,,,,
5131,Etude S.140 No.3 (1st La Campanella),Etude S.140 No.3 (1st La Campanella),,,,,,,,,,,,,,,,,,,,,,,,,
5132,8.0 TPS (8.0 / 8.0 / 8.0),8.0 TPS (8.0 / 8.0 / 8.0),,,,,,,,,,,,,,,,,,,,,,,,,
5133,Etude Sans Opus,Etude Sans Opus,,,,,,,,,,,,,,,,,,,,,,,,,
5134,5.57 TPS (5.57 / 5.57 / 5.57),5.57 TPS (5.57 / 5.57 / 5.57),,,,,,,,,,,,,,,,,,,,,,,,,
5135,Etude Tableau Op.33 No.2,Etude Tableau Op.33 No.2,,,,,,,,,,,,,,,,,,,,,,,,,
5136,9.33 TPS (9.33 / 9.33 / 9.33),9.33 TPS (9.33 / 9.33 / 9.33),,,,,,,,,,,,,,,,,,,,,,,,,
5137,Etude Tableau Op.33 No.4,Etude Tableau Op.33 No.4,,,,,,,,,,,,,,,,,,,,,,,,,
5138,5.4 TPS (5.4 / 5.4 / 5.4),5.4 TPS (5.4 / 5.4 / 5.4),,,,,,,,,,,,,,,,,,,,,,,,,
5139,Etude Tableau Op.33 No.5,Etude Tableau Op.33 No.5,,,,,,,,,,,,,,,,,,,,,,,,,
5140,5.67 TPS (5.67 / 5.67 / 5.67),5.67 TPS (5.67 / 5.67 / 5.67),,,,,,,,,,,,,,,,,,,,,,,,,
5141,Etude Tableau Op.33 No.6,Etude Tableau Op.33 No.6,,,,,,,,,,,,,,,,,,,,,,,,,
5142,10.0 TPS (10.0 / 10.0 / 10.0),10.0 TPS (10.0 / 10.0 / 10.0),,,,,,,,,,,,,,,,,,,,,,,,,
5143,Etude Tableau Op.33 No.8,Etude Tableau Op.33 No.8,,,,,,,,,,,,,,,,,,,,,,,,,
5144,9.6 TPS (9.6 / 9.6 / 9.6),9.6 TPS (9.6 / 9.6 / 9.6),,,,,,,,,,,,,,,,,,,,,,,,,
